199,СОФИЯ, жк МЛАДОСТ 4 бл. 472А 
203,СОФИЯ, ул. ЦАРЕВО СЕЛО 11А 
206,СОФИЯ - НСА, ул. АКАД. СТЕФАН МЛАДЕНОВ 56 
210,СОФИЯ, ул. ДИМИТЪР ХАДЖИКОЦЕВ 51 
211,СОФИЯ, бул. БРАТЯ БЪКСТОН бл. 208 
212,СОФИЯ, жк БАНИШОРА бул. ГЕН. НИКОЛАЙ Г. СТОЛЕТОВ бл. 5А ПАРТЕР
213,СОФИЯ, бул. МАДРИД 34 
214,СОФИЯ - ВОЕННА РАМПА, бул. ИЛИЯНЦИ 40 
215,СОФИЯ, жк НАДЕЖДА 1 ул. ЧИПРОВСКО ВЪСТАНИЕ 2 
225,СОФИЯ - СТУДЕНТСКИ ГРАД - КАУФЛАНД, ул. ПРОФ. КИРИЛ ПОПОВ 59 
235,СОФИЯ - СИМЕОНОВО, бул. СИМЕОНОВСКО ШОСЕ 205 
236,СОФИЯ - ЗЛАТОВРЪХ, ул. ВАСИЛ КИРКОВ 1 
240,СОФИЯ - МЛАДОСТ-ШЕЛ, жк МЛАДОСТ 2 бул. АЛЕКСАНДЪР МАЛИНОВ 
255,СОФИЯ, жк СЛАТИНА ул. СЛАТИНСКА бл. 44 
258,СОФИЯ - МЛАДОСТ 4-МЕТРОСТАНЦИЯ, жк МЛАДОСТ 4 бул. АЛЕКСАНДЪР МАЛИНОВ 91А 
536,СОФИЯ, кв. МАНАСТИРСКИ ЛИВАДИ ул. КАЗБЕК 63 
538,СОФИЯ, жк НАДЕЖДА 2 ул. ХРИСТО СИЛЯНОВ 55 
565,СОФИЯ, жк ДРУЖБА 1 ул. ТИРАНА 14-16 
586,СОФИЯ - ОВЧА КУПЕЛ-СТАРА ЧАСТ, жк ОВЧА КУПЕЛ ул. НАРОДНО ХОРО 33 
619,СОФИЯ - СТАМБОЛИЙСКИ, жк ЗОНА Б-5 бл. 7 вх. Б 
621,СОФИЯ, кв. ОРЛАНДОВЦИ ул. МАРА БУНЕВА 42 
642,СОФИЯ, кв. КРИВА РЕКА ул. АМИ БУЕ 2 
675,СОФИЯ, жк ХАДЖИ ДИМИТЪР ул. НИКОЛА ВОЙНОВСКИ 67 
683,СОФИЯ, жк ЛОЗЕНЕЦ бул. СВ. НАУМ 10 ет. П 
697,СОФИЯ - ДРУЖБА 1, жк ДРУЖБА бл. 108 ПАРТЕР
717,СОФИЯ, жк ИЗТОК ул. ТАРАС ШЕВЧЕНКО 5 ПАРТЕР
734,СОФИЯ - ЛЮЛИН 10 (ЖК), жк ЛЮЛИН ул. ОРИОН 33А 
742,СОФИЯ, жк ЛЕВСКИ ЗОНА Г ул. МОГИЛИТЕ бл. 2В 
760,СОФИЯ - ЛЮЛИН 7 (ЖК), жк ЛЮЛИН бул. ДЖАВАХАРЛАЛ НЕРУ 28 
772,СОФИЯ - Г. М. ДИМИТРОВ, ул. КРУМ КЮЛЯВКОВ бл. 25 
773,СОФИЯ, жк ХИПОДРУМА ул. АМИ БУЕ 64 
774,СОФИЯ, бул. ВИТОША 192 
778,СОФИЯ, жк ФОНДОВИ ЖИЛИЩА бл. 203 вх. Б 
781,СОФИЯ, бул. СИМЕОНОВСКО ШОСЕ 66 
790,СОФИЯ - ДРУЖБА 2, жк ДРУЖБА ул. ОБИКОЛНА 29 
796,СОФИЯ - ГЕОРГИ РАКОВСКИ, ул. ГЕОРГИ С. РАКОВСКИ 48 
798,СОФИЯ - ДРУЖБА (ЖК), ул. ИСКЪРСКО ШОСЕ 13 
800,СОФИЯ - ЛАГЕРА-КРАСНО СЕЛО, жк ЛАГЕРА ул. ХРИЗАНТЕМА 11-13 
806,СОФИЯ, жк ИЛИНДЕН бл. 136 
808,СОФИЯ - ОВЧА КУПЕЛ 1 - ПРОМИШЛЕНА, жк ОВЧА КУПЕЛ ул. ПРОМИШЛЕНА бл. 429 
812,СОФИЯ, жк МЛАДОСТ 3 бл. 319 
821,СОФИЯ - ЕВЛОГИ ГЕОРГИЕВ, бул. ЕВЛОГИ И ХРИСТО ГЕОРГИЕВИ 105 
822,СОФИЯ, жк ИЗТОК ул. ТИНТЯВА ПОД МОСТА НА БУЛ. ДРАГАН ЦАНКОВ
827,СОФИЯ, жк СТРЕЛБИЩЕ ул. РУЕН 18 
828,СОФИЯ - МАРАЯ, бул. ЕВЛОГИ ГЕОРГИЕВ 24 
830,СОФИЯ, кв. ВРАЖДЕБНА ул. 8 95 
839,СОФИЯ, жк ГЕО МИЛЕВ бул. ШИПЧЕНСКИ ПРОХОД 27А 
840,СОФИЯ, кв. РЕДУТА ул. ВЕЛЧО АТАНАСОВ 20 
844,СОФИЯ, кв. КНЯЖЕВО бул. ЦАР БОРИС III 321 
846,СОФИЯ, бул. СЛИВНИЦА 94 
847,СОФИЯ - ПАЗАР СИТНЯКОВО, бул. ШИПЧЕНСКИ ПРОХОД 3 
848,СОФИЯ, ул. СЕРДИКА 28 
850,СОФИЯ, ул. ПРОФ. ФРИТЬОФ НАНСЕН 35 
859,СОФИЯ, ул. КОЗЛОДУЙ 55 
866,СОФИЯ - СТУДЕНТСКИ ГРАД БЛ 58, жк СТУДЕНТСКИ ГРАД бл. 58 
869,СОФИЯ, ул. ЦАР САМУИЛ 38 
870,СОФИЯ - ЗОНА Б18, ул. ЦАР СИМЕОН 219 
873,СОФИЯ, ул. ГЕН. ГУРКО 19 
876,СОФИЯ - ПАВЛОВО, ул. ДЕСПОТ СЛАВ 9 
877,СОФИЯ - БОРОВО, ул. ПИРИНСКИ ПРОХОД 37 
886,СОФИЯ, жк ДЪРВЕНИЦА бул. СВ. КЛИМЕНТ ОХРИДСКИ 7 
9001,СОФИЯ - МЕТРО 1 (АВТОМАТ), бул. ЦАРИГРАДСКО ШОСЕ 11А 
9002,СОФИЯ - ХИТ 1 МЛАДОСТ (АВТОМАТ), бул. АЛЕКСАНДЪР МАЛИНОВ 75 
9003,СОФИЯ - ХИТ 2 ЛЮЛИН (АВТОМАТ), ул. ОБЕЛСКО ШОСЕ 20 
9004,СОФИЯ - ФАНТАСТИКО МЛАДОСТ 4 (АВТОМАТ), жк МЛАДОСТ 4 ДО БЛ. 405
9005,СОФИЯ - ФАНТАСТИКО ЛЮЛИН 1 (АВТОМАТ), жк ЛЮЛИН ул. ТОМА ГЕОРГИЕВ ДО БЛ. 6
9006,СОФИЯ - ФАНТАСТИКО ЛЮЛИН ЦЕНТЪР (АВТОМАТ), жк ЛЮЛИН бул. ДЖАВАХАРЛАЛ НЕРУ 
9007,СОФИЯ - ФАНТАСТИКО СТУДЕНТСКИ ГРАД (АВТОМАТ), жк СТУДЕНТСКИ ГРАД ул. АКАД. БОРИС СТЕФАНОВ 12 
9008,СОФИЯ - ФАНТАСТИКО ДРУЖБА (АВТОМАТ), жк ДРУЖБА ул. ТИРАНА 3 ДО БЛ. 2
9009,СОФИЯ - ФАНТАСТИКО МЛАДОСТ 3 (АВТОМАТ), жк МЛАДОСТ 3 ул. 102 С/У БЛ. 321
9010,СОФИЯ - ФАНТАСТИКО СИМЕОНОВСКО ШОСЕ (АВТОМАТ), бул. СИМЕОНОВСКО ШОСЕ 87А 
9011,СОФИЯ - ФАНТАСТИКО ДЪРВЕНИЦА (АВТОМАТ), жк ДЪРВЕНИЦА бул. СВ. КЛИМЕНТ ОХРИДСКИ 15 
9012,СОФИЯ - БИЛЛА БУЛ. БЪЛГАРИЯ (АВТОМАТ), бул. БЪЛГАРИЯ 55 
9013,СОФИЯ - СЕРДИКА ЦЕНТЪР (АВТОМАТ), бул. СИТНЯКОВО 48 ет. -2 
9014,СОФИЯ - МЕГА МОЛ (АВТОМАТ), бул. ЦАРИЦА ЙОАННА 15 
9015,СОФИЯ - КАПИТАЛ ФОРТ (АВТОМАТ), бул. ЦАРИГРАДСКО ШОСЕ 90 ет. -2 
9025,СОФИЯ - БИЛЛА ОПЪЛЧЕНСКА (АВТОМАТ), ул. ОПЪЛЧЕНСКА 35 
9026,СОФИЯ - МОЛ ПАРАДАЙС (АВТОМАТ), бул. ЧЕРНИ ВРЪХ 100 ет. -2 
9027,СОФИЯ - СКАЙ СИТИ (АВТОМАТ), ул. КОСТА ЛУЛЧЕВ 52 
9028,СОФИЯ - ФАНТАСТИКО КОПЕРНИК (АВТОМАТ), ул. НИКОЛАЙ КОПЕРНИК 27 
9034,СОФИЯ - СОМАТ (АВТОМАТ), ул. АБАГАР 22 СОФИЯ СИТИ ЛОДЖИСТИК ПАРК
9035,СОФИЯ - KILER.BG (АВТОМАТ)," ул. АБАГАР 22 СОФИЯ СИТИ ЛОДЖИСТИК ПАРК,  СКЛАД 4"
9036,СОФИЯ - ТЕХНИЧЕСКИ УНИВЕРСИТЕТ (АВТОМАТ), бул. СВ. КЛИМЕНТ ОХРИДСКИ 8 бл. 2 
9037,СОФИЯ - ЦАРИГРАДСКИ КОМПЛЕКС (АВТОМАТ), жк ДРУЖБА 2 бл. 281 вх. Б ПАРТЕР
9039,СОФИЯ - ФАНТАСТИКО ДРАГАЛЕВЦИ (АВТОМАТ), бул. ЧЕРНИ ВРЪХ 204 
9041,СОФИЯ - ФАНТАСТИКО Г.М. ДИМИТРОВ (АВТОМАТ), бул. Д-Р Г. М. ДИМИТРОВ 77 
9043,СОФИЯ - РИНГ МОЛ (АВТОМАТ), ул. ОКОЛОВРЪСТЕН ПЪТ 214 
9047,СОФИЯ - БИЛЛА МЛАДОСТ 4 (АВТОМАТ), жк МЛАДОСТ 4 ул. 406 14 
9054,СОФИЯ - ФАНТАСТИКО ЙЕРУСАЛИМ (АВТОМАТ), жк МЛАДОСТ 1 ул. ЙЕРУСАЛИМ 22 
9055,СОФИЯ - КАУФЛАНД КАБЛЕШКОВ (АВТОМАТ), ул. ТОДОР КАБЛЕШКОВ 3 
9060,СОФИЯ - THE MALL (АВТОМАТ), бул. ЦАРИГРАДСКО ШОСЕ 115 ет. -3 
9071,СОФИЯ - КАУФЛАНД ХАДЖИ ДИМИТЪР (АВТОМАТ), ул. РЕЗБАРСКА 7Б 
788,СРЕДЕЦ, ул. ВАСИЛ КОЛАРОВ 62 
201,СТАМБОЛИЙСКИ, ул. ТЪРГОВСКА 
5,СТАРА ЗАГОРА - СКЛАД, ПТИЦЕКОМБИНАТ С\У С. ЗАГОРЕ
84,СТАРА ЗАГОРА - ОФИС, ул. ГЕО МИЛЕВ 58 
122,СТАРА ЗАГОРА, бул. ЦАР СИМЕОН ВЕЛИКИ 6 
144,СТАРА ЗАГОРА, бул. СВ. ПАТРИАРХ ЕВТИМИЙ 46 БИВШ СКЛАД СИКО
157,СТАРА ЗАГОРА - АВТОГАРА, бул. СЛАВЯНСКИ 64 
158,СТАРА ЗАГОРА, бул. НИКОЛА ПЕТКОВ 48 
164,СТАРА ЗАГОРА - БАНЯ ПИПЕРКА, ул. ГРАФ НИКОЛАЙ ИГНАТИЕВ 30 
198,СТАРА ЗАГОРА, ул. ГЕН. СТОЛЕТОВ 41 
243,СТАРА ЗАГОРА - АЯЗМОTO, ул. СВ. ОТЕЦ ПАИСИЙ 179 
254,СТАРА ЗАГОРА - ЖЕЛЕЗНИК, бул. ЦАР СИМЕОН ВЕЛИКИ 
614,СТАРА ЗАГОРА - МИТРОПОЛИТ КУСЕВ, бул. МИТРОПОЛИТ МЕТОДИЙ КУСЕВ 4 
838,СТАРА ЗАГОРА, ул. ХРИСТО БОТЕВ 50 
842,СТАРА ЗАГОРА, кв. ИНДУСТРИАЛЕН ул. ИНДУСТРИАЛНА 18 
843,СТАРА ЗАГОРА - ОПЪЛЧЕНСКИ, бул. ЦАР СИМЕОН ВЕЛИКИ 170Б 
9024,СТАРА ЗАГОРА - МОЛ ГАЛЕРИЯ (АВТОМАТ), ул. ХАН АСПАРУХ 30 
9045,СТАРА ЗАГОРА - БИЛЛА КАП. ПЕТКО ВОЙВОДА (АВТОМАТ), ул. КАП. ПЕТКО ВОЙВОДА 20 
204,СУВОРОВО, ул. ОСТРАТА ЧЕШМА 2 
167,ТВЪРДИЦА, ул. ХАН АСПАРУХ 13А 
88,ТЕТЕВЕН, ул. ИВАН ВАЗОВ 1 
44,ТРОЯН, ул. ХРИСТО БОТЕВ 214 
750,ТРОЯН, ул. ОПЪЛЧЕНСКА 1 
182,ТРУД, ул. КАРЛОВСКА 12 
556,ТРЯВНА, ул. АНГЕЛ КЪНЧЕВ 41 
523,ТУТРАКАН, ул. СИЛИСТРА 11 
16,ТЪРГОВИЩЕ - СКЛАД, ПРОМИШЛЕНА ЗОНА РОДОПА
132,ТЪРГОВИЩЕ - ОФИС, ул. Г. С. РАКОВСКИ 17 
47,ХАРМАНЛИ, ул. НИКОЛА ПЕТКОВ 13 
6,ХАСКОВО - СКЛАД, ул. ПЛОВДИВСКО ШОСЕ 2 
82,ХАСКОВО - ОФИС, бул. СЪЕДИНЕНИЕ 10 
160,ХАСКОВО, ул. ДОБРУДЖА 41 
200,ХАСКОВО – ГРАДСКА ГРАДИНА, бул. БЪЛГАРИЯ 15 
670,ХАСКОВО, бул. СЪЕДИНЕНИЕ 29 
882,ХАСКОВО, бул. БЪЛГАРИЯ 190 
739,ХИСАРЯ, ул. ВАСИЛ ПЕТРОВИЧ 13 
728,ЦАРЕВО, ул. ХАН АСПАРУХ 41 
563,ЧЕРВЕН БРЯГ, ул. АНТИМ 4 
237,ЧИРПАН - ЦЕНТЪР, ул. ПЕЙО ЯВОРОВ 9 
8,ШУМЕН - СКЛАД, кв. ТРАКИЯ ул. ИНДУСТРИАЛНА СКЛ. БАЗА АГРО-НАЙЛ
86,ШУМЕН - ОФИС, бул. СИМЕОН ВЕЛИКИ 46В МАГАЗИН 2-3
154,ШУМЕН - РУСКИ ПАМЕТНИК, бул. МАДАРА 40 
233,ШУМЕН, ул. СЪЕДИНЕНИЕ 123
834,ШУМЕН, кв. ГРИВИЦА ул. ГЕН. СКОБЕЛЕВ 31 
9049,ШУМЕН - БИЛЛА СИМЕОН ВЕЛИКИ (АВТОМАТ), бул. СИМЕОН ВЕЛИКИ 34 
9050,ШУМЕН - СИТИ ЦЕНТЪР (АВТОМАТ), бул. ВЕЛИКИ ПРЕСЛАВ 28 ет. 1 
567,ЯКОРУДА, ул. ХРИСТО БОТЕВ 5 
55,ЯМБОЛ - ОФИС, ул. ДИМИТЪР БЛАГОЕВ 6 
93,ЯМБОЛ - СКЛАД, бул. ЕВРОПА 45 
185,ЯМБОЛ - Н. ПЕТРИНИ, ул. НИКОЛАЙ ПЕТРИНИ 8А 
246,ЯМБОЛ - МАГАЗИН САРА, ул. МИЛИН КАМЪК 43 
