2062,с.,Белица,Ихтиман,София,42.509431,23.890141
5628,с.,Белиш,Троян,Ловеч,42.932272,24.718647
2709,с.,Бело Поле,Благоевград,Благоевград,42.032283,23.047019
3961,с.,Бело Поле,Ружинци,Видин,43.648951,22.89972
7321,с.,Беловец,Кубрат,Разград,43.814216,26.384277
4182,с.,Беловица,Хисаря,Пловдив,42.424736,24.531715
4470,гр.,Белово,Белово,Пазарджик,42.214677,24.018005
9230,с.,Белоградец,Ветрино,Варна,43.35208,27.331221
3900,гр.,Белоградчик,Белоградчик,Видин,43.625922,22.686773
8219,с.,Белодол,Поморие,Бургас,42.721618,27.451442
4130,с.,Белозем,Раковски,Пловдив,42.197286,25.046355
9801,с.,Белокопитово,Шумен,Шумен,43.332205,26.897477
7917,с.,Беломорци,Омуртаг,Търговище,43.140637,26.430914
5340,с.,Беломъжите,Габрово,Габрово,42.9247,25.407025
6588,с.,Белополци,Ивайловград,Хасково,41.521304,25.806448
6584,с.,Белополяне,Ивайловград,Хасково,41.457317,26.150003
2132,с.,Белопопци,Горна Малина,София,42.668371,23.767695
9178,гр.,Белослав,Белослав,Варна,43.187185,27.703174
3499,с.,Белотинци,Монтана,Монтана,43.549482,22.92958
7138,с.,Белцов,Ценово,Русе,43.566198,25.641214
5035,с.,Белчевци,Велико Търново,Велико Търново,42.88717,25.619958
2025,с.,Белчин,Самоков,София,42.361759,23.380733
2024,с.,Белчински Бани,Самоков,София,42.366724,23.412067
2824,с.,Бельово,Сандански,Благоевград,41.480665,23.549913
5031,с.,Беляковец,Велико Търново,Велико Търново,43.10512,25.585853
7134,с.,Беляново,Ценово,Русе,43.612479,25.615542
9133,с.,Бенковски,Аврен,Варна,43.114884,27.78497
6865,с.,Бенковски,Кирково,Кърджали,41.377616,25.256244
4201,с.,Бенковски,Марица,Пловдив,42.208192,24.649914
2076,с.,Бенковски,Мирково,София,42.647739,24.010178
6055,с.,Бенковски,Стара Загора,Стара Загора,42.410935,25.889747
9380,с.,Бенковски,Добрич-Селска,Добрич,43.598475,27.478738
2488,с.,Берайнци,Трън,Перник,42.808171,22.594537
2435,с.,Беренде,Земен,Перник,42.615696,22.818602
2212,с.,Беренде,Драгоман,София,42.990402,22.933968
2212,с.,Беренде Извор,Драгоман,София,43.000264,22.898629
5438,с.,Бериево,Севлиево,Габрово,42.968003,24.893925
3500,гр.,Берковица,Берковица,Монтана,43.237148,23.125089
7857,с.,Берковски,Попово,Търговище,43.240034,26.212504
5093,с.,Берковци,Елена,Велико Търново,42.885894,25.72756
8448,с.,Бероново,Сунгурларе,Бургас,42.829052,26.702955
2587,с.,Берсин,Кюстендил,Кюстендил,42.244881,22.777662
2934,с.,Беслен,Хаджидимово,Благоевград,41.47257,23.96511
6698,с.,Беснурка,Черноочене,Кърджали,41.758728,25.23545
5849,с.,Биволаре,Долна Митрополия,Плевен,43.485654,24.558849
6837,с.,Биволяне,Момчилград,Кърджали,41.588901,25.504009
5035,с.,Бижовци,Велико Търново,Велико Търново,42.826654,25.651767
5350,с.,Бижовци,Трявна,Габрово,42.892543,25.476486
8885,с.,Биково,Сливен,Сливен,42.476578,26.190489
2383,с.,Билинци,Брезник,Перник,42.791391,22.819027
8551,с.,Билка,Руен,Бургас,42.935613,27.227934
5370,с.,Билкини,Дряново,Габрово,42.940578,25.549366
9691,с.,Било,Каварна,Добрич,43.645747,28.40465
4789,с.,Билянска,Смолян,Смолян,41.449879,24.61833
8855,с.,Бинкос,Сливен,Сливен,42.64848,26.096432
4650,с.,Биркова,Велинград,Пазарджик,41.984486,23.814507
6470,с.,Бисер,Харманли,Хасково,41.866434,25.9884
7334,с.,Бисерци,Кубрат,Разград,43.884484,26.505752
7557,с.,Бистра,Алфатар,Силистра,43.840451,27.375866
7777,с.,Бистра,Търговище,Търговище,43.329683,26.561959
7121,с.,Бистренци,Бяла,Русе,43.419397,25.816859
8334,с.,Бистрец,Средец,Бургас,42.314164,27.015412
9412,с.,Бистрец,Крушари,Добрич,43.835139,27.729544
3527,с.,Бистрилица,Берковица,Монтана,43.357478,23.105147
2724,с.,Бистрица,Благоевград,Благоевград,42.053195,23.183439
2644,с.,Бистрица,Дупница,Кюстендил,42.239743,23.163641
1444,с.,Бистрица,Столична,София Столица,42.58592,23.359522
6769,с.,Бистроглед,Ардино,Кърджали,41.556164,25.126057
3488,с.,Благово,Монтана,Монтана,43.353167,23.219929
9812,с.,Благово,Шумен,Шумен,43.222108,27.057335
2700,гр.,Благоевград,Благоевград,Благоевград,42.011981,23.089687
5178,с.,Благоево,Стражица,Велико Търново,43.19524,25.959855
7275,с.,Благоево,Разград,Разград,43.45497,26.401677
6955,с.,Благун,Крумовград,Кърджали,41.376303,25.742419
2678,с.,Блажиево,Бобошево,Кюстендил,42.202416,23.048886
2548,с.,Блатец,Кюстендил,Кюстендил,42.315043,22.602452
8878,с.,Блатец,Сливен,Сливен,42.633059,26.536365
2441,с.,Блатешница,Земен,Перник,42.447924,22.777061
2617,с.,Блатино,Дупница,Кюстендил,42.30095,23.097805
4537,с.,Блатница,Стрелча,Пазарджик,42.372759,24.402466
2657,с.,Блато,Бобов Дол,Кюстендил,42.239436,22.938166
2941,с.,Блатска,Хаджидимово,Благоевград,41.5335,23.865457
6742,с.,Бленика,Кърджали,Кърджали,41.672794,25.32017
8174,с.,Близнак,Малко Търново,Бургас,42.160062,27.305866
9132,с.,Близнаци,Аврен,Варна,43.060094,27.86708
9787,с.,Близнаци,Хитрино,Шумен,43.472258,26.947558
8896,с.,Близнец,Твърдица,Сливен,42.632981,26.051751
9240,с.,Блъсково,Провадия,Варна,43.121591,27.328971
5078,с.,Блъсковци,Елена,Велико Търново,42.955681,25.853349
5453,с.,Боазът,Севлиево,Габрово,42.906525,24.96186
5300,с.,Бобевци,Габрово,Габрово,42.941839,25.300364
2567,с.,Бобешино,Кюстендил,Кюстендил,42.304704,22.427898
2670,гр.,Бобов Дол,Бобов Дол,Кюстендил,42.363229,23.006188
9616,с.,Бобовец,Балчик,Добрич,43.441094,28.087252
2454,с.,Бобораци,Радомир,Перник,42.472419,22.96562
2660,гр.,Бобошево,Бобошево,Кюстендил,42.152706,23.000388
2270,с.,Бов,Своге,София,43.032897,23.377648
6781,с.,Богатино,Ардино,Кърджали,41.625457,25.187383
5421,с.,Богатово,Севлиево,Габрово,43.028383,25.156275
4343,с.,Богдан,Карлово,Пловдив,42.642791,24.643851
9348,с.,Богдан,Добрич-Селска,Добрич,43.507068,27.78681
4115,с.,Богданица,Садово,Пловдив,42.103926,25.026486
2116,с.,Богданлия,Елин Пелин,София,42.615214,23.687977
2341,с.,Богданов Дол,Перник,Перник,42.615156,22.970501
8337,с.,Богданово,Средец,Бургас,42.23121,27.260711
8948,с.,Богданово,Нова Загора,Сливен,42.392255,25.997063
2060,с.,Богдановци,Ихтиман,София,42.536915,23.766156
5084,с.,Богданско,Елена,Велико Търново,42.958371,26.030974
7449,с.,Богданци,Самуил,Разград,43.610032,26.81327
7611,с.,Богданци,Главиница,Силистра,43.975582,26.788978
5301,с.,Богданчовци,Габрово,Габрово,42.836679,25.364184
2467,с.,Богойна,Трън,Перник,42.870995,22.66101
2931,с.,Боголин,Сатовча,Благоевград,41.540036,23.957102
6460,с.,Богомил,Харманли,Хасково,41.989787,26.023558
6065,с.,Богомилово,Стара Загора,Стара Загора,42.387678,25.560152
7458,с.,Богомилци,Самуил,Разград,43.494882,26.732866
7997,с.,Богомолско,Антоново,Търговище,43.044055,26.111549
7542,с.,Богорово,Силистра,Силистра,44.021199,27.363733
8687,с.,Богорово,Стралджа,Ямбол,42.451169,26.854866
2875,с.,Богородица,Петрич,Благоевград,41.510424,23.188795
2509,с.,Богослов,Кюстендил,Кюстендил,42.253238,22.673429
4855,с.,Богутево,Чепеларе,Смолян,41.758044,24.718423
2235,с.,Богьовци,Костинброд,София,42.877697,23.1365
3128,с.,Боденец,Мездра,Враца,43.15944,23.699478
6446,с.,Бодрово,Димитровград,Хасково,42.026601,25.318047
,лет.,Бодрост,Благоевград,Благоевград,42.045542,23.333244
4964,с.,Боево,Рудозем,Смолян,41.518686,24.841727
2066,с.,Боерица,Ихтиман,София,42.455632,23.719386
6744,с.,Божак,Кърджали,Кърджали,41.702218,25.285347
9475,с.,Божан,Тервел,Добрич,43.759855,27.4568
9677,с.,Божаново,Шабла,Добрич,43.62231,28.49063
2811,с.,Бождово,Сандански,Благоевград,41.599741,23.359431
8844,с.,Божевци,Сливен,Сливен,42.865844,26.13369
2157,с.,Боженица,Ботевград,София,43.010689,23.815494
5349,с.,Боженците,Габрово,Габрово,42.872975,25.423725
7089,с.,Божичен,Иваново,Русе,43.716766,25.954601
9656,с.,Божурец,Каварна,Добрич,43.424613,28.293388
5848,с.,Божурица,Долна Митрополия,Плевен,43.509804,24.601805
2227,гр.,Божурище,Божурище,София,42.763023,23.198366
7765,с.,Божурка,Търговище,Търговище,43.183197,26.447364
5926,с.,Божурлук,Левски,Плевен,43.535915,25.182214
7335,с.,Божурово,Кубрат,Разград,43.883275,26.435235
9368,с.,Божурово,Добрич-Селска,Добрич,43.703963,27.763046
9874,с.,Божурово,Върбица,Шумен,42.994953,26.607599
6704,с.,Божурци,Черноочене,Кърджали,41.747029,25.333562
8872,с.,Бозаджии,Сливен,Сливен,42.479001,26.329308
9273,с.,Бозвелийско,Провадия,Варна,43.102203,27.475515
6269,с.,Боздуганово,Раднево,Стара Загора,42.340701,25.763109
4654,с.,Бозьова,Велинград,Пазарджик,41.935587,23.758899
7683,с.,Боил,Дулово,Силистра,43.806766,26.954561
2181,с.,Бойковец,Етрополе,София,42.827346,23.927142
4103,с.,Бойково,Родопи,Пловдив,42.001942,24.620977
5080,с.,Бойковци,Елена,Велико Търново,42.899298,26.095053
6958,с.,Бойник,Крумовград,Кърджали,41.60411,25.591031
3840,с.,Бойница,Бойница,Видин,43.956979,22.532411
6730,с.,Бойно,Кърджали,Кърджали,41.600221,25.275744
5307,с.,Бойновци,Габрово,Габрово,42.854619,25.217511
5050,с.,Бойчеви Колиби,Велико Търново,Велико Търново,42.95302,25.590129
5309,с.,Бойчета,Габрово,Габрово,42.792538,25.359943
3430,гр.,Бойчиновци,Бойчиновци,Монтана,43.472346,23.33378
5038,с.,Бойчовци,Велико Търново,Велико Търново,42.860972,25.640569
3517,с.,Бокиловци,Берковица,Монтана,43.275287,23.200601
5340,с.,Болтата,Габрово,Габрово,42.900222,25.397592
4132,с.,Болярино,Раковски,Пловдив,42.237075,25.048775
8720,гр.,Болярово,Болярово,Ямбол,42.149268,26.807891
6474,с.,Болярски Извор,Харманли,Хасково,41.802537,25.818287
8631,с.,Болярско,Тунджа,Ямбол,42.431196,26.35404
