SiteType,SiteType_EN,SiteName,SiteName_EN,PostCode
с.,s.,ГАЙДАРИ,GAYDARI,5367
с.,s.,ГАЙКИНИ,GAYKINI,5300
с.,s.,ГАЙТАНЕВО,GAYTANEVO,2114
с.,s.,ГАЙТАНИНОВО,GAYTANINOVO,2924
с.,s.,ГАЙТАНИТЕ,GAYTANITE,5345
с.,s.,ГАЙТАНЦИ,GAYTANTSI,3753
с.,s.,ГАЛАТА,GALATA,5731
с.,s.,ГАЛАТИН,GALATIN,3071
с.,s.,ГАЛИЧЕ,GALICHE,3250
с.,s.,ГАЛИЩЕ,GALISHTE,4934
с.,s.,ГАЛОВО,GALOVO,3342
с.,s.,ГАНЕВ ДОЛ,GANEV DOL,5084
с.,s.,ГАНЧОВЕЦ,GANCHOVETS,5397
с.,s.,ГАРА БОВ,GARA BOV,2271
с.,s.,ГАРА ЕЛИН ПЕЛИН,GARA ELIN PELIN,2109
с.,s.,ГАРА ЛАКАТНИК,GARA LAKATNIK,2272
с.,s.,ГАРА ОРЕШЕЦ,GARA ORESHETS,3940
с.,s.,ГАРВАН,GARVAN,5345
с.,s.,ГАРВАН,GARVAN,7589
с.,s.,ГАРВАНОВО,GARVANOVO,6349
с.,s.,ГАЩЕВЦИ,GASHTEVTSI,5041
с.,s.,ГЕГА,GEGA,2882
с.,s.,ГЕЛА,GELA,4710
с.,s.,ГЕЛЕМЕНОВО,GELEMENOVO,4444
с.,s.,ГЕНЕРАЛ ГЕШЕВО,GENERAL GESHEVO,6856
с.,s.,ГЕНЕРАЛ ИНЗОВО,GENERAL INZOVO,8670
с.,s.,ГЕНЕРАЛ КАНТАРДЖИЕВО,GENERAL KANTARDZHIEVO,9150
с.,s.,ГЕНЕРАЛ КИСЕЛОВО,GENERAL KISELOVO,9142
с.,s.,ГЕНЕРАЛ КОЛЕВО,GENERAL KOLEVO,9295
с.,s.,ГЕНЕРАЛ КОЛЕВО,GENERAL KOLEVO,9373
с.,s.,ГЕНЕРАЛ МАРИНОВО,GENERAL MARINOVO,3732
с.,s.,ГЕНЕРАЛ ТОДОРОВ,GENERAL TODOROV,2873
с.,s.,ГЕНЕРАЛ ТОШЕВО,GENERAL TOSHEVO,8625
с.,s.,ГЕНЕРАЛОВО,GENERALOVO,6523
с.,s.,ГЕНОВЦИ,GENOVTSI,5307
с.,s.,ГЕНЧОВЦИ,GENCHOVTSI,5301
с.,s.,ГЕНЧОВЦИ,GENCHOVTSI,5350
с.,s.,ГЕНЯ,GENYA,5397
с.,s.,ГЕОРГИ ДАМЯНОВО,GEORGI DAMYANOVO,3470
с.,s.,ГЕОРГИ ДОБРЕВО,GEORGI DOBREVO,6559
с.,s.,ГЕРГЕВЕЦ,GERGEVETS,8869
с.,s.,ГЕРГИНИ,GERGINI,5345
с.,s.,ГЕРМАН,GERMAN,1186
с.,s.,ГЕЦОВО,GETSOVO,7219
с.,s.,ГЕША,GESHA,5370
с.,s.,ГЕШАНОВО,GESHANOVO,9393
с.,s.,ГИГЕН,GIGEN,5970
с.,s.,ГИГИНЦИ,GIGINTSI,2393
с.,s.,ГИНЦИ,GINTSI,2250
с.,s.,ГИРЧЕВЦИ,GIRCHEVTSI,2546
с.,s.,ГИТА,GITA,6215
с.,s.,ГЛАВА,GLAVA,5985
с.,s.,ГЛАВАН,GLAVAN,7543
с.,s.,ГЛАВАН,GLAVAN,6295
с.,s.,ГЛАВАНОВЦИ,GLAVANOVTSI,3468
с.,s.,ГЛАВАНОВЦИ,GLAVANOVTSI,2480
с.,s.,ГЛАВАНЦИ,GLAVANTSI,9499
с.,s.,ГЛАВАТАР,GLAVATAR,4171
с.,s.,ГЛАВАТАРЦИ,GLAVATARTSI,6738
с.,s.,ГЛАВАЦИ,GLAVATSI,3045
с.,s.,ГЛАВИНИЦА,GLAVINITSA,4409
с.,s.,ГЛАВНИК,GLAVNIK,6789
с.,s.,ГЛАШАТАЙ,GLASHATAY,7986
с.,s.,ГЛЕДАЦИ,GLEDATSI,5345
с.,s.,ГЛЕДАЧЕВО,GLEDACHEVO,6263
с.,s.,ГЛЕДКА,GLEDKA,6362
с.,s.,ГЛОГИНКА,GLOGINKA,7879
с.,s.,ГЛОГИНО,GLOGINO,4948
с.,s.,ГЛОГОВЕЦ,GLOGOVETS,5080
с.,s.,ГЛОГОВИЦА,GLOGOVITSA,2463
с.,s.,ГЛОГОВО,GLOGOVO,5724
с.,s.,ГЛОЖЕНЕ,GLOZHENE,5740
с.,s.,ГЛОЖЕНЕ,GLOZHENE,3327
с.,s.,ГЛУМОВО,GLUMOVO,6572
с.,s.,ГЛУМЧЕ,GLUMCHE,8429
с.,s.,ГЛУТНИЦИТЕ,GLUTNITSITE,5363
с.,s.,ГЛУФИШЕВО,GLUFISHEVO,8866
с.,s.,ГЛУХАР,GLUHAR,6647
с.,s.,ГЛУШКА,GLUSHKA,5370
с.,s.,ГЛУШНИК,GLUSHNIK,8879
с.,s.,ГНЕЗДАРЕ,GNEZDARE,6590
с.,s.,ГНЯЗДОВО,GNYAZDOVO,6675
с.,s.,ГОВЕДАРЕ,GOVEDARE,4453
с.,s.,ГОВЕДАРЦИ,GOVEDARTSI,2020
с.,s.,ГОВЕЖДА,GOVEZHDA,3474
с.,s.,ГОДЕШЕВО,GODESHEVO,2938
с.,s.,ГОДЛЕВО,GODLEVO,2768
с.,s.,ГОЗ,GOZ,2366
с.,s.,ГОЗДЕВИЦА,GOZDEVITSA,4791
с.,s.,ГОЗДЕЙКА,GOZDEYKA,5392
с.,s.,ГОЛАК,GOLAK,2036
с.,s.,ГОЛЕМ ЦАЛИМ,GOLEM TSALIM,2800
с.,s.,ГОЛЕМА РАКОВИЦА,GOLEMA RAKOVITSA,2113
с.,s.,ГОЛЕМА ФУЧА,GOLEMA FUCHA,2667
с.,s.,ГОЛЕМАНИ,GOLEMANI,5070
с.,s.,ГОЛЕМАНИТЕ,GOLEMANITE,5054
с.,s.,ГОЛЕМАНОВО,GOLEMANOVO,3839
с.,s.,ГОЛЕМАНЦИ,GOLEMANTSI,6358
с.,s.,ГОЛЕМИ БЪЛГАРЕНИ,GOLEMI BALGARENI,5370
с.,s.,ГОЛЕМИ СТАНЧОВЦИ,GOLEMI STANCHOVTSI,5365
с.,s.,ГОЛЕМО БАБИНО,GOLEMO BABINO,3063
с.,s.,ГОЛЕМО БУЧИНО,GOLEMO BUCHINO,2348
с.,s.,ГОЛЕМО МАЛОВО,GOLEMO MALOVO,2204
с.,s.,ГОЛЕМО СЕЛО,GOLEMO SELO,2635
с.,s.,ГОЛЕЦ,GOLETS,5573
с.,s.,ГОЛЕШ,GOLESH,7547
с.,s.,ГОЛЕШ,GOLESH,2254
с.,s.,ГОЛЕШОВО,GOLESHOVO,2818
с.,s.,ГОЛИЦА,GOLITSA,9114
с.,s.,ГОЛОБРАД,GOLOBRAD,6793
с.,s.,ГОЛОБРАДОВО,GOLOBRADOVO,6386
с.,s.,ГОЛЯМ ВЪРБОВНИК,GOLYAM VARBOVNIK,2690
с.,s.,ГОЛЯМ ДЕВЕСИЛ,GOLYAM DEVESIL,6932
с.,s.,ГОЛЯМ ДЕРВЕНТ,GOLYAM DERVENT,8757
с.,s.,ГОЛЯМ ДОЛ,GOLYAM DOL,6245
с.,s.,ГОЛЯМ ИЗВОР,GOLYAM IZVOR,5741
с.,s.,ГОЛЯМ ИЗВОР,GOLYAM IZVOR,7459
с.,s.,ГОЛЯМ ИЗВОР,GOLYAM IZVOR,6395
с.,s.,ГОЛЯМ МАНАСТИР,GOLYAM MANASTIR,8624
с.,s.,ГОЛЯМ ПОРОВЕЦ,GOLYAM POROVETS,7444
с.,s.,ГОЛЯМ ЧАРДАК,GOLYAM CHARDAK,4193
с.,s.,ГОЛЯМА БАРА,GOLYAMA BARA,6744
с.,s.,ГОЛЯМА БРЕСТНИЦА,GOLYAMA BRESTNITSA,5753
с.,s.,ГОЛЯМА ВОДА,GOLYAMA VODA,7452
с.,s.,ГОЛЯМА ДОЛИНА,GOLYAMA DOLINA,6476
с.,s.,ГОЛЯМА ЖЕЛЯЗНА,GOLYAMA ZHELYAZNA,5670
с.,s.,ГОЛЯМА ЧИНКА,GOLYAMA CHINKA,6940
с.,s.,ГОЛЯМО АСЕНОВО,GOLYAMO ASENOVO,6424
с.,s.,ГОЛЯМО БЕЛОВО,GOLYAMO BELOVO,4473
с.,s.,ГОЛЯМО БУКОВО,GOLYAMO BUKOVO,8329
с.,s.,ГОЛЯМО ВРАНОВО,GOLYAMO VRANOVO,7065
с.,s.,ГОЛЯМО ГРАДИЩЕ,GOLYAMO GRADISHTE,7848
с.,s.,ГОЛЯМО ДОЛЯНЕ,GOLYAMO DOLYANE,7960
с.,s.,ГОЛЯМО ДРЯНОВО,GOLYAMO DRYANOVO,6146
с.,s.,ГОЛЯМО КАМЕНЯНЕ,GOLYAMO KAMENYANE,6925
с.,s.,ГОЛЯМО КРУШЕВО,GOLYAMO KRUSHEVO,8729
с.,s.,ГОЛЯМО НОВО,GOLYAMO NOVO,7789
с.,s.,ГОЛЯМО ОСОЕ,GOLYAMO OSOE,5743
с.,s.,ГОЛЯМО ПЕЩЕНЕ,GOLYAMO PESHTENE,3058
с.,s.,ГОЛЯМО СОКОЛОВО,GOLYAMO SOKOLOVO,7778
с.,s.,ГОЛЯМО ЦЪРКВИЩЕ,GOLYAMO TSARKVISHTE,7924
с.,s.,ГОЛЯМО ЧОЧОВЕНИ,GOLYAMO CHOCHOVENI,8863
с.,s.,ГОЛЯНОВЦИ,GOLYANOVTSI,2231
с.,s.,ГОМОТАРЦИ,GOMOTARTSI,3772
с.,s.,ГОРАН,GORAN,5552
с.,s.,ГОРАНОВЦИ,GORANOVTSI,5035
с.,s.,ГОРАНОВЦИ,GORANOVTSI,2565
с.,s.,ГОРЕМЕ,GOREME,2834
с.,s.,ГОРЕН ЕНЕВЕЦ,GOREN ENEVETS,5050
с.,s.,ГОРЕН ЧИФЛИК,GOREN CHIFLIK,9100
с.,s.,ГОРИЦА,GORITSA,8225
с.,s.,ГОРИЦА,GORITSA,9101
с.,s.,ГОРИЦА,GORITSA,7854
с.,s.,ГОРИЦА,GORITSA,9558
с.,s.,ГОРИЧАНЕ,GORICHANE,9688
с.,s.,ГОРИЧЕВО,GORICHEVO,7337
с.,s.,ГОРНА АРДА,GORNA ARDA,4788
с.,s.,ГОРНА БЕЛА РЕЧКА,GORNA BELA RECHKA,3544
с.,s.,ГОРНА БЕШОВИЦА,GORNA BESHOVITSA,3155
с.,s.,ГОРНА БИРКОВА,GORNA BIRKOVA,4657
с.,s.,ГОРНА БРЕЗНИЦА,GORNA BREZNITSA,2842
с.,s.,ГОРНА БРЕСТНИЦА,GORNA BRESTNITSA,2575
с.,s.,ГОРНА ВАСИЛИЦА,GORNA VASILITSA,2046
с.,s.,ГОРНА ВЕРЕНИЦА,GORNA VERENITSA,3484
с.,s.,ГОРНА ВРАБЧА,GORNA VRABCHA,2439
с.,s.,ГОРНА ГЛОГОВИЦА,GORNA GLOGOVITSA,2459
с.,s.,ГОРНА ГРАЩИЦА,GORNA GRASHTITSA,2535
с.,s.,ГОРНА ДИКАНЯ,GORNA DIKANYA,2419
с.,s.,ГОРНА ДЪБЕВА,GORNA DABEVA,4648
с.,s.,ГОРНА ЗЛАТИЦА,GORNA ZLATITSA,7969
с.,s.,ГОРНА КАБДА,GORNA KABDA,7865
с.,s.,ГОРНА КОВАЧИЦА,GORNA KOVACHITSA,3463
с.,s.,ГОРНА КОЗНИЦА,GORNA KOZNITSA,2687
с.,s.,ГОРНА КРЕМЕНА,GORNA KREMENA,3154
с.,s.,ГОРНА КРЕПОСТ,GORNA KREPOST,6685
с.,s.,ГОРНА КРУШИЦА,GORNA KRUSHITSA,2827
с.,s.,ГОРНА КУЛА,GORNA KULA,6952
с.,s.,ГОРНА ЛИПНИЦА,GORNA LIPNITSA,5227
с.,s.,ГОРНА ЛУКА,GORNA LUKA,3458
с.,s.,ГОРНА МАЛИНА,GORNA MALINA,2131
с.,s.,ГОРНА МАХАЛА,GORNA MAHALA,4196
с.,s.,ГОРНА МЕЛНА,GORNA MELNA,2491
с.,s.,ГОРНА МИТРОПОЛИЯ,GORNA MITROPOLIA,5869
с.,s.,ГОРНА РИБНИЦА,GORNA RIBNITSA,2836
с.,s.,ГОРНА РОСИЦА,GORNA ROSITSA,5448
с.,s.,ГОРНА СЕКИРНА,GORNA SEKIRNA,2399
с.,s.,ГОРНА СТУДЕНА,GORNA STUDENA,5294
с.,s.,ГОРНА СУШИЦА,GORNA SUSHITSA,2811
с.,s.,ГОРНА ХАДЖИЙСКА,GORNA HADZHIYSKA,5089
с.,s.,ГОРНА ХУБАВКА,GORNA HUBAVKA,7913
с.,s.,ГОРНИ БОГРОВ,GORNI BOGROV,1806
с.,s.,ГОРНИ ВАДИН,GORNI VADIN,3343
с.,s.,ГОРНИ ВЪРПИЩА,GORNI VARPISHTA,5380
с.,s.,ГОРНИ ГЛАВАНАК,GORNI GLAVANAK,6485
с.,s.,ГОРНИ ДАМЯНОВЦИ,GORNI DAMYANOVTSI,5367
с.,s.,ГОРНИ ДОМЛЯН,GORNI DOMLYAN,4368
с.,s.,ГОРНИ ДРАГОЙЧА,GORNI DRAGOYCHA,5380
с.,s.,ГОРНИ ДЪБНИК,GORNI DABNIK,5880
с.,s.,ГОРНИ КОРИТЕН,GORNI KORITEN,2557
с.,s.,ГОРНИ КРАЙ,GORNI KRAY,5096
с.,s.,ГОРНИ ЛОМ,GORNI LOM,3960
с.,s.,ГОРНИ МАРЕНЦИ,GORNI MARENTSI,5360
с.,s.,ГОРНИ ОКОЛ,GORNI OKOL,2027
с.,s.,ГОРНИ РАДКОВЦИ,GORNI RADKOVTSI,5360
с.,s.,ГОРНИ РОМАНЦИ,GORNI ROMANTSI,2371
с.,s.,ГОРНИ ТАНЧЕВЦИ,GORNI TANCHEVTSI,5098
с.,s.,ГОРНИ ЦИБЪР,GORNI TSIBAR,3632
с.,s.,ГОРНИ ЦОНЕВЦИ,GORNI TSONEVTSI,5360
с.,s.,ГОРНИ ЮРУЦИ,GORNI YURUTSI,6954
с.,s.,ГОРНИК,GORNIK,5991
с.,s.,ГОРНО АБЛАНОВО,GORNO ABLANOVO,7173
с.,s.,ГОРНО АЛЕКСАНДРОВО,GORNO ALEKSANDROVO,8883
с.,s.,ГОРНО БЕЛЕВО,GORNO BELEVO,6219
с.,s.,ГОРНО БОТЕВО,GORNO BOTEVO,6053
с.,s.,ГОРНО ВОЙВОДИНО,GORNO VOYVODINO,6388
с.,s.,ГОРНО ВЪРШИЛО,GORNO VARSHILO,4497
с.,s.,ГОРНО ДРАГЛИЩЕ,GORNO DRAGLISHTE,2797
с.,s.,ГОРНО ДРЯНОВО,GORNO DRYANOVO,2963
с.,s.,ГОРНО ИЗВОРОВО,GORNO IZVOROVO,6181
с.,s.,ГОРНО КАМАРЦИ,GORNO KAMARTSI,2138
с.,s.,ГОРНО КИРКОВО,GORNO KIRKOVO,6884
с.,s.,ГОРНО КОБИЛЕ,GORNO KOBILE,2556
с.,s.,ГОРНО КОЗАРЕВО,GORNO KOZAREVO,7927
с.,s.,ГОРНО КРАИЩЕ,GORNO KRAISHTE,2783
с.,s.,ГОРНО КЪПИНОВО,GORNO KAPINOVO,6871
с.,s.,ГОРНО ЛУКОВО,GORNO LUKOVO,6585
с.,s.,ГОРНО НОВКОВО,GORNO NOVKOVO,7939
с.,s.,ГОРНО НОВО СЕЛО,GORNO NOVO SELO,6225
с.,s.,ГОРНО ОЗИРОВО,GORNO OZIROVO,3547
с.,s.,ГОРНО ОСЕНОВО,GORNO OSENOVO,2756
с.,s.,ГОРНО ПАВЛИКЕНЕ,GORNO PAVLIKENE,5549
с.,s.,ГОРНО ПЕЩЕНЕ,GORNO PESHTENE,3052
с.,s.,ГОРНО ПОЛЕ,GORNO POLE,6486
с.,s.,ГОРНО ПРАХОВО,GORNO PRAHOVO,6780
с.,s.,ГОРНО САХРАНЕ,GORNO SAHRANE,6151
с.,s.,ГОРНО СЕЛО,GORNO SELO,2213
с.,s.,ГОРНО СПАНЧЕВО,GORNO SPANCHEVO,2824
с.,s.,ГОРНО ТРАПЕ,GORNO TRAPE,5614
с.,s.,ГОРНО УЙНО,GORNO UYNO,2561
с.,s.,ГОРНО ХЪРСОВО,GORNO HARSOVO,2727
с.,s.,ГОРНО ЦЕРОВЕНЕ,GORNO TSEROVENE,3487
с.,s.,ГОРНО ЧЕРКОВИЩЕ,GORNO CHERKOVISHTE,6165
с.,s.,ГОРНО ЯБЪЛКОВО,GORNO YABALKOVO,8343
с.,s.,ГОРНОВА МОГИЛА,GORNOVA MOGILA,5304
с.,s.,ГОРНОСЕЛЦИ,GORNOSELTSI,6574
с.,s.,ГОРНОСЛАВ,GORNOSLAV,4253
с.,s.,ГОРНОТО СЕЛО,GORNOTO SELO,5748
с.,s.,ГОРОВО,GOROVO,8469
с.,s.,ГОРОВО,GOROVO,4776
с.,s.,ГОРОЦВЕТ,GOROTSVET,7288
с.,s.,ГОРОЧЕВЦИ,GOROCHEVTSI,2496
с.,s.,ГОРСКА,GORSKA,5083
с.,s.,ГОРСКА ПОЛЯНА,GORSKA POLYANA,8721
с.,s.,ГОРСКИ ГОРЕН ТРЪМБЕШ,GORSKI GOREN TRAMBESH,5132
с.,s.,ГОРСКИ ДОЛЕН ТРЪМБЕШ,GORSKI DOLEN TRAMBESH,5131
с.,s.,ГОРСКИ ИЗВОР,GORSKI IZVOR,6865
с.,s.,ГОРСКИ ИЗВОР,GORSKI IZVOR,6420
с.,s.,ГОРСКИ СЕНОВЕЦ,GORSKI SENOVETS,5167
с.,s.,ГОРСКО,GORSKO,6590
с.,s.,ГОРСКО АБЛАНОВО,GORSKO ABLANOVO,7847
с.,s.,ГОРСКО ДЮЛЕВО,GORSKO DYULEVO,6800
с.,s.,ГОРСКО КАЛУГЕРОВО,GORSKO KALUGEROVO,5238
с.,s.,ГОРСКО КОСОВО,GORSKO KOSOVO,5235
с.,s.,ГОРСКО НОВО СЕЛО,GORSKO NOVO SELO,5075
с.,s.,ГОРСКО ПИСАРЕВО,GORSKO PISAREVO,5088
с.,s.,ГОРСКО СЕЛО,GORSKO SELO,7947
с.,s.,ГОРСКО СЛИВОВО,GORSKO SLIVOVO,5557
с.,s.,ГОРТАЛОВО,GORTALOVO,5888
с.,s.,ГОРУН,GORUN,9689
с.,s.,ГОРУНАКА,GORUNAKA,2191
с.,s.,ГОРУНЬОВО,GORUNYOVO,5722
с.,s.,ГОРЧЕВО,GORCHEVO,2882
с.,s.,ГОРЯНИ,GORYANI,5367
с.,s.,ГОСПОДИНОВО,GOSPODINOVO,9107
с.,s.,ГОСПОДИНОВО,GOSPODINOVO,7561
с.,s.,ГОСПОДИНЦИ,GOSPODINTSI,2914
с.,s.,ГОСТИЛИЦА,GOSTILITSA,5390
с.,s.,ГОСТИЛЯ,GOSTILYA,5864
с.,s.,ГОСТИНЯ,GOSTINYA,5543
с.,s.,ГОСТУН,GOSTUN,2773
с.,s.,ГРАДЕВО,GRADEVO,2755
с.,s.,ГРАДЕЖНИЦА,GRADEZHNITSA,5732
с.,s.,ГРАДЕЦ,GRADETS,3780
с.,s.,ГРАДЕЦ,GRADETS,8990
с.,s.,ГРАДЕЦ,GRADETS,2239
с.,s.,ГРАДЕШНИЦА,GRADESHNITSA,3074
с.,s.,ГРАДИНА,GRADINA,5879
с.,s.,ГРАДИНА,GRADINA,4290
с.,s.,ГРАДИНА,GRADINA,7239
с.,s.,ГРАДИНАРОВО,GRADINAROVO,9243
с.,s.,ГРАДИНИ,GRADINI,9552
с.,s.,ГРАДИНКА,GRADINKA,7964
с.,s.,ГРАДИЩЕ,GRADISHTE,5435
с.,s.,ГРАДИЩЕ,GRADISHTE,5910
с.,s.,ГРАДИЩЕ,GRADISHTE,9803
с.,s.,ГРАДНИЦА,GRADNITSA,5439
с.,s.,ГРАДНИЦА,GRADNITSA,9498
с.,s.,ГРАДСКО,GRADSKO,8852
с.,s.,ГРАДСКОВСКИ КОЛИБИ,GRADSKOVSKI KOLIBI,3835
с.,s.,ГРАДЪТ,GRADAT,4749
с.,s.,ГРАМАДЕ,GRAMADE,2679
с.,s.,ГРАМАДЕ,GRAMADE,4968
с.,s.,ГРАМАЖДАНО,GRAMAZHDANO,2574
с.,s.,ГРАМАТИКОВО,GRAMATIKOVO,8166
с.,s.,ГРАМАТИЦИ,GRAMATITSI,5099
с.,s.,ГРАНИТ,GRANIT,6252
с.,s.,ГРАНИТЕЦ,GRANITETS,8333
с.,s.,ГРАНИТОВО,GRANITOVO,3914
с.,s.,ГРАНИТОВО,GRANITOVO,8740
с.,s.,ГРАНИЦА,GRANITSA,2589
с.,s.,ГРАНИЧАК,GRANICHAK,3934
с.,s.,ГРАНИЧАР,GRANICHAR,8347
с.,s.,ГРАНИЧАР,GRANICHAR,9669
с.,s.,ГРАФ ИГНАТИЕВО,GRAF IGNATIEVO,4198
с.,s.,ГРАФИТОВО,GRAFITOVO,8938
с.,s.,ГРАШЕВО,GRASHEVO,4618
с.,s.,ГРАЩИЦА,GRASHTITSA,4714
с.,s.,ГРЕЕВЦИ,GREEVTSI,7960
с.,s.,ГРИВИЦА,GRIVITSA,5841
с.,s.,ГРИВКА,GRIVKA,6965
с.,s.,ГРИВЯК,GRIVYAK,6890
с.,s.,ГРИГОРЕВО,GRIGOREVO,2108
с.,s.,ГРОЗДЕН,GROZDEN,8464
с.,s.,ГРОЗДЬОВО,GROZDYOVO,9106
с.,s.,ГРОМШИН,GROMSHIN,3444
с.,s.,ГРОХОТНО,GROHOTNO,4815
с.,s.,ГРУЕВО,GRUEVO,6809
с.,s.,ГРЪБЛЕВЦИ,GRABLEVTSI,5300
с.,s.,ГРЪЛСКА ПАДИНА,GRALSKA PADINA,2213
с.,s.,ГРЪНЧАРОВО,GRANCHAROVO,7669
с.,s.,ГУБЕШ,GUBESH,2255
с.,s.,ГУБИСЛАВ,GUBISLAV,2274
с.,s.,ГУГУТКА,GUGUTKA,6590
с.,s.,ГУДЕВИЦА,GUDEVITSA,4792
с.,s.,ГУЛИЙКА,GULIYKA,6943
с.,s.,ГУЛИЯ,GULIA,6926
с.,s.,ГУМОЩНИК,GUMOSHTNIK,5654
с.,s.,ГУРБАНОВЦИ,GURBANOVTSI,2567
с.,s.,ГУРГУЛИЦА,GURGULITSA,6830
с.,s.,ГУРГУЛЯТ,GURGULYAT,2223
с.,s.,ГУРКОВО,GURKOVO,2145
с.,s.,ГУРКОВО,GURKOVO,9644
с.,s.,ГУРМАЗОВО,GURMAZOVO,2226
с.,s.,ГУСЛА,GUSLA,9969
с.,s.,ГУСЛАР,GUSLAR,9479
с.,s.,ГУЦАЛ,GUTSAL,2045
с.,s.,ГЪБЕНЕ,GABENE,5333
с.,s.,ГЪЛЪБЕЦ,GALABETS,8220
с.,s.,ГЪЛЪБЕЦ,GALABETS,6366
с.,s.,ГЪЛЪБИНЦИ,GALABINTSI,8642
с.,s.,ГЪЛЪБНИК,GALABNIK,2426
с.,s.,ГЪЛЪБОВО,GALABOVO,4938
с.,s.,ГЪЛЪБОВО,GALABOVO,2784
с.,s.,ГЪЛЪБОВО,GALABOVO,4125
с.,s.,ГЪЛЪБОВЦИ,GALABOVTSI,2223
с.,s.,ГЪМЗОВО,GAMZOVO,3785
с.,s.,ГЪРБИНО,GARBINO,2550
с.,s.,ГЪРБИЩЕ,GARBISHTE,6760
с.,s.,ГЪРДЕВЦИ,GARDEVTSI,5087
с.,s.,ГЪРЛО,GARLO,2381
с.,s.,ГЪРЛЯНО,GARLYANO,2568
с.,s.,ГЪРМЕН,GARMEN,2960
с.,s.,ГЪРНАТИ,GARNATI,4991
с.,s.,ГЪРНЯ,GARNYA,5370
с.,s.,ГЪРЧИНОВО,GARCHINOVO,7844
с.,s.,ГЪСКОВО,GASKOVO,6651
с.,s.,ГЬОВРЕН,GYOVREN,4811
с.,s.,ГЮЕШЕВО,GYUESHEVO,2570
с.,s.,ГЮЛЬОВЦА,GYULYOVTSA,8249
с.,s.,ГЮРГЕВО,GYURGEVO,2875
с.,s.,ГЮРГИЧ,GYURGICH,3932
с.,s.,ДАВЕРИ,DAVERI,5083
с.,s.,ДАВИДКОВО,DAVIDKOVO,4944
с.,s.,ДАВИДОВО,DAVIDOVO,7563
с.,s.,ДАВИДОВО,DAVIDOVO,7758
с.,s.,ДАГОНОВО,DAGONOVO,2779
с.,s.,ДАЕВЦИ,DAEVTSI,5365
с.,s.,ДАЙНОВЦИ,DAYNOVTSI,5084
с.,s.,ДАМЯНИЦА,DAMYANITSA,2813
с.,s.,ДАМЯНОВО,DAMYANOVO,5437
с.,s.,ДАСКАЛ АТАНАСОВО,DASKAL ATANASOVO,6261
с.,s.,ДАСКАЛОВО,DASKALOVO,6707
с.,s.,ДВЕ ТОПОЛИ,DVE TOPOLI,4949
с.,s.,ДВОРИЩЕ,DVORISHTE,2541
с.,s.,ДВОРИЩЕ,DVORISHTE,6193
с.,s.,ДЕБЕЛ ДЯЛ,DEBEL DYAL,5307
с.,s.,ДЕБЕЛЕЦ,DEBELETS,
с.,s.,ДЕБЕЛИ ЛАГ,DEBELI LAG,2416
с.,s.,ДЕБЕЛИ РЪТ,DEBELI RAT,5084
с.,s.,ДЕБЕЛТ,DEBELT,8314
с.,s.,ДЕБЕЛЦОВО,DEBELTSOVO,5435
с.,s.,ДЕБЕЛЯНОВО,DEBELYANOVO,4946
с.,s.,ДЕБНЕВО,DEBNEVO,5657
с.,s.,ДЕБОВО,DEBOVO,5958
с.,s.,ДЕБОЧИЦА,DEBOCHITSA,2748
с.,s.,ДЕБРЕН,DEBREN,2961
с.,s.,ДЕБРЕНЕ,DEBRENE,2803
с.,s.,ДЕБРЕНЕ,DEBRENE,9353
с.,s.,ДЕБРЪЩИЦА,DEBRASHTITSA,4414
с.,s.,ДЕВЕНЕ,DEVENE,3065
с.,s.,ДЕВЕНЦИ,DEVENTSI,5995
с.,s.,ДЕВЕСИЛИЦА,DEVESILITSA,6934
с.,s.,ДЕВЕСИЛОВО,DEVESILOVO,6933
с.,s.,ДЕВЕТАК,DEVETAK,8480
с.,s.,ДЕВЕТАКИ,DEVETAKI,5555
с.,s.,ДЕВЕТАЦИТЕ,DEVETATSITE,5050
с.,s.,ДЕВЕТИНЦИ,DEVETINTSI,8474
с.,s.,ДЕВИНО,DEVINO,7972
с.,s.,ДЕВИНЦИ,DEVINTSI,6833
с.,s.,ДЕДЕЦ,DEDETS,6861
с.,s.,ДЕДИНА,DEDINA,5089
с.,s.,ДЕДИНО,DEDINO,6779
с.,s.,ДЕДИНЦИ,DEDINTSI,5089
с.,s.,ДЕДОВО,DEDOVO,4106
с.,s.,ДЕКОВ,DEKOV,5935
с.,s.,ДЕЛВИНО,DELVINO,2728
с.,s.,ДЕЛВИНО,DELVINO,6896
с.,s.,ДЕЛЕЙНА,DELEYNA,3795
с.,s.,ДЕЛОВА МАХАЛА,DELOVA MAHALA,5084
с.,s.,ДЕЛЧЕВО,DELCHEVO,2917
с.,s.,ДЕЛЧЕВО,DELCHEVO,7427
с.,s.,ДЕЛЯН,DELYAN,2652
с.,s.,ДЕЛЯН,DELYAN,2225
с.,s.,ДЕЛЯНОВЦИ,DELYANOVTSI,5292
с.,s.,ДЕННИЦА,DENNITSA,9772
с.,s.,ДЕННИЦА,DENNITSA,8726
с.,s.,ДЕНЧЕВЦИ,DENCHEVTSI,5377
с.,s.,ДЕРВИШКА МОГИЛА,DERVISHKA MOGILA,6539
с.,s.,ДЕРМАНЦИ,DERMANTSI,5780
с.,s.,ДЕТЕЛИНА,DETELINA,8483
с.,s.,ДЕТЕЛИНА,DETELINA,9111
