SiteType,SiteType_EN,SiteName,SiteName_EN,PostCode
с.,s.,КЛИМЕНТ,KLIMENT,9970
с.,s.,КЛИМЕНТОВО,KLIMENTOVO,9150
с.,s.,КЛИМЕНТОВО,KLIMENTOVO,5183
с.,s.,КЛИСУРА,KLISURA,2738
с.,s.,КЛИСУРА,KLISURA,1320
с.,s.,КЛИСУРА,KLISURA,2026
с.,s.,КЛИСУРИЦА,KLISURITSA,3483
с.,s.,КЛОКОТНИЦА,KLOKOTNITSA,6310
с.,s.,КЛЪШКА РЕКА,KLASHKA REKA,5035
с.,s.,КЛЮЧ,KLYUCH,2899
с.,s.,КМЕТОВЦИ,KMETOVTSI,5340
с.,s.,КМЕТЧЕТА,KMETCHETA,5343
с.,s.,КНИЖОВНИК,KNIZHOVNIK,6390
с.,s.,КНЯЖЕВА МАХАЛА,KNYAZHEVA MAHALA,3677
с.,s.,КНЯЖЕВО,KNYAZHEVO,6566
с.,s.,КНЯЖЕВСКО,KNYAZHEVSKO,6077
с.,s.,КОБИЛИНО,KOBILINO,6593
с.,s.,КОБИЛЯК,KOBILYAK,3442
с.,s.,КОБИЛЯНЕ,KOBILYANE,6734
с.,s.,КОВАЧ,KOVACH,6272
с.,s.,КОВАЧЕВЕЦ,KOVACHEVETS,7852
с.,s.,КОВАЧЕВИЦА,KOVACHEVITSA,2969
с.,s.,КОВАЧЕВО,KOVACHEVO,2824
с.,s.,КОВАЧЕВО,KOVACHEVO,4477
с.,s.,КОВАЧЕВО,KOVACHEVO,6264
с.,s.,КОВАЧЕВЦИ,KOVACHEVTSI,2450
с.,s.,КОВАЧЕВЦИ,KOVACHEVTSI,2023
с.,s.,КОВАЧИТЕ,KOVACHITE,8874
с.,s.,КОВАЧИЦА,KOVACHITSA,3643
с.,s.,КОВИЛ,KOVIL,6913
с.,s.,КОЕВЦИ,KOEVTSI,5241
с.,s.,КОЕВЦИ,KOEVTSI,5365
с.,s.,КОЖАРИ,KOZHARI,4813
с.,s.,КОЖИНЦИ,KOZHINTSI,2487
с.,s.,КОЖЛЮВЦИ,KOZHLYUVTSI,5097
с.,s.,КОЖУХАРЦИ,KOZHUHARTSI,6957
с.,s.,КОЗАНОВО,KOZANOVO,4248
с.,s.,КОЗАР БЕЛЕНЕ,KOZAR BELENE,5915
с.,s.,КОЗАРЕ,KOZARE,8493
с.,s.,КОЗАРЕВЕЦ,KOZAREVETS,5148
с.,s.,КОЗАРЕВЕЦ,KOZAREVETS,6070
с.,s.,КОЗАРЕВО,KOZAREVO,8674
с.,s.,КОЗАРКА,KOZARKA,4983
с.,s.,КОЗАРСКО,KOZARSKO,4584
с.,s.,КОЗИ РОГ,KOZI ROG,5344
с.,s.,КОЗИЦА,KOZITSA,6848
с.,s.,КОЗИЦА,KOZITSA,7833
с.,s.,КОЗИЧИНО,KOZICHINO,8224
с.,s.,КОЗЛЕВО,KOZLEVO,6865
с.,s.,КОЗЛЕЦ,KOZLETS,6371
с.,s.,КОЗЛОВЕЦ,KOZLOVETS,5290
с.,s.,КОЗЛОДУЙЦИ,KOZLODUYTSI,9387
с.,s.,КОЗМА ПРЕЗВИТЕР,KOZMA PREZVITER,7913
с.,s.,КОЗНИЦА,KOZNITSA,8255
с.,s.,КОЗЯ РЕКА,KOZYA REKA,5080
с.,s.,КОЗЯК,KOZYAK,7673
с.,s.,КОИЛОВЦИ,KOILOVTSI,5842
с.,s.,КОЙЧОВЦИ,KOYCHOVTSI,5350
с.,s.,КОКАЛЯНЕ,KOKALYANE,1191
с.,s.,КОКИЧЕ,KOKICHE,6676
с.,s.,КОКОРОВО,KOKOROVO,4725
с.,s.,КОКОРЦИ,KOKORTSI,4971
с.,s.,КОКОШАНЕ,KOKOSHANE,6733
с.,s.,КОЛАРИ,KOLARI,5084
с.,s.,КОЛАРОВО,KOLAROVO,2880
с.,s.,КОЛАРОВО,KOLAROVO,7613
с.,s.,КОЛАРОВО,KOLAROVO,6271
с.,s.,КОЛАРОВО,KOLAROVO,6460
с.,s.,КОЛАРЦИ,KOLARTSI,9481
с.,s.,КОЛЕНА,KOLENA,6050
с.,s.,КОЛЕЦ,KOLETS,6376
с.,s.,КОЛИБИТЕ,KOLIBITE,2838
с.,s.,КОЛИШОВЦИ,KOLISHOVTSI,5343
с.,s.,КОЛОБЪР,KOLOBAR,7675
с.,s.,КОЛЮ ГАНЕВ,KOLYU GANEV,5360
с.,s.,КОЛЮ МАРИНОВО,KOLYU MARINOVO,6237
с.,s.,КОМАРЕВО,KOMAREVO,9269
с.,s.,КОМАРЕВО,KOMAREVO,3247
с.,s.,КОМАРЕВО,KOMAREVO,3516
с.,s.,КОМАРЕВО,KOMAREVO,5853
с.,s.,КОМОЩИЦА,KOMOSHTITSA,3648
с.,s.,КОМУНАРИ,KOMUNARI,9254
с.,s.,КОМУНИГА,KOMUNIGA,6690
с.,s.,КОМЩИЦА,KOMSHTITSA,2255
с.,s.,КОНАК,KONAK,7868
с.,s.,КОНАРЕ,KONARE,6189
с.,s.,КОНАРЕ,KONARE,9548
с.,s.,КОНАРСКО,KONARSKO,2792
с.,s.,КОНАРСКОТО,KONARSKOTO,5364
с.,s.,КОНДОВО,KONDOVO,6593
с.,s.,КОНДОЛОВО,KONDOLOVO,8275
с.,s.,КОНДОФРЕЙ,KONDOFREY,2422
с.,s.,КОНЕВЕЦ,KONEVETS,8623
с.,s.,КОНЕВО,KONEVO,6661
с.,s.,КОНЕВО,KONEVO,7442
с.,s.,КОНЕВО,KONEVO,9887
с.,s.,КОННИЦИ,KONNITSI,6588
с.,s.,КОНОП,KONOP,7995
с.,s.,КОНСКА,KONSKA,2379
с.,s.,КОНСТАНТИН,KONSTANTIN,5080
с.,s.,КОНСТАНТИНОВЕЦ,KONSTANTINOVETS,6267
с.,s.,КОНСТАНТИНОВО,KONSTANTINOVO,9180
с.,s.,КОНСТАНТИНОВО,KONSTANTINOVO,6494
с.,s.,КОНСТАНТИНОВО,KONSTANTINOVO,8129
с.,s.,КОНТИЛ,KONTIL,6841
с.,s.,КОНУШ,KONUSH,4268
с.,s.,КОНУШ,KONUSH,6370
с.,s.,КОНЧЕ,KONCHE,6828
с.,s.,КОНЬОВЕЦ,KONYOVETS,9748
с.,s.,КОНЬОВО,KONYOVO,8920
с.,s.,КОНЯВО,KONYAVO,2540
с.,s.,КОПАНИЦА,KOPANITSA,2409
с.,s.,КОПИЛОВЦИ,KOPILOVTSI,2543
с.,s.,КОПИЛОВЦИ,KOPILOVTSI,3467
с.,s.,КОПИТНИК,KOPITNIK,6698
с.,s.,КОПРЕЦ,KOPRETS,7775
с.,s.,КОПРИВА,KOPRIVA,2567
с.,s.,КОПРИВЕЦ,KOPRIVETS,7120
с.,s.,КОПРИВЛЕН,KOPRIVLEN,2921
с.,s.,КОПРИНКА,KOPRINKA,6137
с.,s.,КОПЧЕЛИИТЕ,KOPCHELIITE,5342
с.,s.,КОРЕН,KOREN,6392
с.,s.,КОРИИТЕ,KORIITE,4921
с.,s.,КОРИТАТА,KORITATA,4976
с.,s.,КОРИТЕН,KORITEN,9403
с.,s.,КОРИЯТА,KORIYATA,5455
с.,s.,КОРКИНА,KORKINA,2688
с.,s.,КОРМЯНСКО,KORMYANSKO,5433
с.,s.,КОРНИЦА,KORNITSA,2970
с.,s.,КОРТЕН,KORTEN,8930
с.,s.,КОС,KOS,6820
с.,s.,КОСАРА,KOSARA,7612
с.,s.,КОСАРКА,KOSARKA,5392
с.,s.,КОСАЧА,KOSACHA,2448
с.,s.,КОСЕВЦИ,KOSEVTSI,5095
с.,s.,КОСИЛКА,KOSILKA,5380
с.,s.,КОСОВЕЦ,KOSOVETS,8223
с.,s.,КОСОВО,KOSOVO,3794
с.,s.,КОСОВО,KOSOVO,2557
с.,s.,КОСОВО,KOSOVO,4240
с.,s.,КОСОВО,KOSOVO,9974
с.,s.,КОСТА ПЕРЧЕВО,KOSTA PERCHEVO,3833
с.,s.,КОСТАДИНИТЕ,KOSTADINITE,5301
с.,s.,КОСТАДИНКИНО,KOSTADINKINO,2060
с.,s.,КОСТАНДЕНЕЦ,KOSTANDENETS,7273
с.,s.,КОСТЕЛ,KOSTEL,5099
с.,s.,КОСТЕЛЕВО,KOSTELEVO,3047
с.,s.,КОСТЕН,KOSTEN,8441
с.,s.,КОСТЕНА РЕКА,KOSTENA REKA,9806
с.,s.,КОСТЕНЕЦ,KOSTENETS,2042
с.,s.,КОСТЕНКОВЦИ,KOSTENKOVTSI,5343
с.,s.,КОСТЕНЦИ,KOSTENTSI,3518
с.,s.,КОСТИ,KOSTI,8283
с.,s.,КОСТИЕВО,KOSTIEVO,4205
с.,s.,КОСТИЛКОВО,KOSTILKOVO,6593
с.,s.,КОСТИНО,KOSTINO,6743
с.,s.,КОСТИЧОВЦИ,KOSTICHOVTSI,3755
с.,s.,КОСТУР,KOSTUR,6533
с.,s.,КОСТУРИНО,KOSTURINO,6884
с.,s.,КОСТУРИНЦИ,KOSTURINTSI,2489
с.,s.,КОТЕНОВЦИ,KOTENOVTSI,3522
с.,s.,КОТЛАРИ,KOTLARI,6957
с.,s.,КОТЛЕНЦИ,KOTLENTSI,9374
с.,s.,КОТУЦИ,KOTUTSI,5097
с.,s.,КОЧАН,KOCHAN,2955
с.,s.,КОЧАНИ,KOCHANI,4999
с.,s.,КОЧЕВО,KOCHEVO,4119
с.,s.,КОЧМАР,KOCHMAR,9477
с.,s.,КОЧОВО,KOCHOVO,9862
с.,s.,КОШАВА,KOSHAVA,3771
с.,s.,КОШАРЕВО,KOSHAREVO,2390
с.,s.,КОШАРИТЕ,KOSHARITE,2453
с.,s.,КОШАРИЦА,KOSHARITSA,8253
с.,s.,КОШАРНА,KOSHARNA,7062
с.,s.,КОШНИЦА,KOSHNITSA,4778
с.,s.,КОШНИЧАРИ,KOSHNICHARI,7783
с.,s.,КОШОВ,KOSHOV,7087
с.,s.,КРАВИНО,KRAVINO,6075
с.,s.,КРАВОДЕР,KRAVODER,3048
с.,s.,КРАГУЛЕВО,KRAGULEVO,9418
с.,s.,КРАЕВО,KRAEVO,2149
с.,s.,КРАИЩЕ,KRAISHTE,2781
с.,s.,КРАИЩЕ,KRAISHTE,9535
с.,s.,КРАЙГОРЦИ,KRAYGORTSI,9875
с.,s.,КРАЙНА,KRAYNA,4900
с.,s.,КРАЙНА,KRAYNA,4990
с.,s.,КРАЙНИ ДОЛ,KRAYNI DOL,2649
с.,s.,КРАЙНИЦИ,KRAYNITSI,2633
с.,s.,КРАЙНО СЕЛО,KRAYNO SELO,6739
с.,s.,КРАЙНОВО,KRAYNOVO,8752
с.,s.,КРАЙПОЛЕ,KRAYPOLE,7997
с.,s.,КРАКРА,KRAKRA,9287
с.,s.,КРАЛЕВ ДОЛ,KRALEV DOL,2349
с.,s.,КРАЛЕВО,KRALEVO,7770
с.,s.,КРАЛЕВО,KRALEVO,6362
с.,s.,КРАЛИ МАРКО,KRALI MARKO,4452
с.,s.,КРАМОЛИН,KRAMOLIN,5429
с.,s.,КРАН,KRAN,6898
с.,s.,КРАНЕВО,KRANEVO,9649
с.,s.,КРАНОВО,KRANOVO,7549
с.,s.,КРАПЕЦ,KRAPETS,3149
с.,s.,КРАПЕЦ,KRAPETS,9674
с.,s.,КРАПЧЕНЕ,KRAPCHENE,3434
с.,s.,КРАСАВА,KRASAVA,2370
с.,s.,КРАСЕН,KRASEN,7075
с.,s.,КРАСЕН,KRASEN,9534
с.,s.,КРАСЕН ДОЛ,KRASEN DOL,9935
с.,s.,КРАСИМИР,KRASIMIR,9258
с.,s.,КРАСИНО,KRASINO,6962
с.,s.,КРАСНО ГРАДИЩЕ,KRASNO GRADISHTE,5242
с.,s.,КРАСНОВО,KRASNOVO,4178
с.,s.,КРАСНОСЕЛЦИ,KRASNOSELTSI,7925
с.,s.,КРАЧИМИР,KRACHIMIR,3964
с.,s.,КРЕМЕН,KREMEN,2771
с.,s.,КРЕМЕН,KREMEN,6870
с.,s.,КРЕМЕНА,KREMENA,9639
с.,s.,КРЕМЕНЕ,KREMENE,4755
с.,s.,КРЕМЕНЕЦ,KREMENETS,6822
с.,s.,КРЕМЕНИК,KREMENIK,2653
с.,s.,КРЕПОСТ,KREPOST,6410
с.,s.,КРЕПЧА,KREPCHA,7845
с.,s.,КРЕСЛЮВЦИ,KRESLYUVTSI,5367
с.,s.,КРЕТА,KRETA,3127
с.,s.,КРЕТА,KRETA,5961
с.,s.,КРИБУЛ,KRIBUL,2951
с.,s.,КРИВА БАРА,KRIVA BARA,3328
с.,s.,КРИВА БАРА,KRIVA BARA,3669
с.,s.,КРИВА КРУША,KRIVA KRUSHA,8936
с.,s.,КРИВА РЕКА,KRIVA REKA,9938
с.,s.,КРИВИНА,KRIVINA,7132
с.,s.,КРИВИНА,KRIVINA,1588
с.,s.,КРИВИНИ,KRIVINI,9123
с.,s.,КРИВИЦА,KRIVITSA,7456
с.,s.,КРИВНЯ,KRIVNYA,9217
с.,s.,КРИВНЯ,KRIVNYA,7037
с.,s.,КРИВО ПОЛЕ,KRIVO POLE,6387
с.,s.,КРИВОНОС,KRIVONOS,2386
с.,s.,КРИЛАТИЦА,KRILATITSA,6884
с.,s.,КРИЛЮВЦИ,KRILYUVTSI,5097
с.,s.,КРИН,KRIN,6671
с.,s.,КРИСЛОВО,KRISLOVO,4148
с.,s.,КРОМИДОВО,KROMIDOVO,2871
с.,s.,КРОЯЧ,KROYACH,7278
с.,s.,КРОЯЧЕВО,KROYACHEVO,6766
с.,s.,КРУМ,KRUM,6438
с.,s.,КРУМОВО,KRUMOVO,9149
с.,s.,КРУМОВО,KRUMOVO,2627
с.,s.,КРУМОВО,KRUMOVO,4112
с.,s.,КРУМОВО,KRUMOVO,8649
с.,s.,КРУМОВО ГРАДИЩЕ,KRUMOVO GRADISHTE,8487
с.,s.,КРУМЧЕВЦИ,KRUMCHEVTSI,5080
с.,s.,КРУПЕН,KRUPEN,9667
с.,s.,КРУПНИК,KRUPNIK,2740
с.,s.,КРУША,KRUSHA,9121
с.,s.,КРУША,KRUSHA,2213
с.,s.,КРУШАРЕ,KRUSHARE,8877
с.,s.,КРУШАРИ,KRUSHARI,9410
с.,s.,КРУШЕВ ДОЛ,KRUSHEV DOL,4919
с.,s.,КРУШЕВЕЦ,KRUSHEVETS,8148
с.,s.,КРУШЕВО,KRUSHEVO,2945
с.,s.,КРУШЕВО,KRUSHEVO,5427
с.,s.,КРУШЕВО,KRUSHEVO,4291
с.,s.,КРУШЕВСКА,KRUSHEVSKA,6744
с.,s.,КРУШЕТО,KRUSHETO,5134
с.,s.,КРУШКА,KRUSHKA,6743
с.,s.,КРУШОВЕНЕ,KRUSHOVENE,5860
с.,s.,КРУШОВИЦА,KRUSHOVITSA,3349
с.,s.,КРУШОВИЦА,KRUSHOVITSA,5881
с.,s.,КРУШОВИЦА,KRUSHOVITSA,2112
с.,s.,КРУШОВО,KRUSHOVO,8482
с.,s.,КРУШОВО,KRUSHOVO,4241
с.,s.,КРУШОЛАК,KRUSHOLAK,7962
с.,s.,КРУШУНА,KRUSHUNA,5561
с.,s.,КРЪВЕНИК,KRAVENIK,5460
с.,s.,КРЪКОЖАБЕНЕ,KRAKOZHABENE,5744
с.,s.,КРЪНДЖИЛИЦА,KRANDZHILITSA,2875
с.,s.,КРЪНЧА,KRANCHA,5370
с.,s.,КРЪСТАВА,KRASTAVA,4647
с.,s.,КРЪСТАТИЦА,KRASTATITSA,4741
с.,s.,КРЪСТЕВИЧ,KRASTEVICH,4177
с.,s.,КРЪСТЕНЯЦИТЕ,KRASTENYATSITE,5350
с.,s.,КРЪСТЕЦ,KRASTETS,5364
с.,s.,КРЪСТИЛЦИ,KRASTILTSI,2805
с.,s.,КРЪСТИНА,KRASTINA,8121
с.,s.,КРЪШНО,KRASHNO,7786
с.,s.,КУБАДИН,KUBADIN,8335
с.,s.,КУБРАТОВО,KUBRATOVO,1257
с.,s.,КУДЕЛИН,KUDELIN,3798
с.,s.,КУЗЬОВО,KUZYOVO,2788
с.,s.,КУКЛЯ,KUKLYA,5370
с.,s.,КУКОРЕВО,KUKOREVO,8673
с.,s.,КУКУВИЦА,KUKUVITSA,4710
с.,s.,КУКУРАХЦЕВО,KUKURAHTSEVO,2882
с.,s.,КУКУРЯК,KUKURYAK,6898
с.,s.,КУЛАТА,KULATA,2868
с.,s.,КУЛИНА ВОДА,KULINA VODA,5937
с.,s.,КУМАНИТЕ,KUMANITE,5380
с.,s.,КУМАНОВО,KUMANOVO,9153
с.,s.,КУНДЕВО,KUNDEVO,4990
с.,s.,КУНИНО,KUNINO,3140
с.,s.,КУПЕН,KUPEN,5463
с.,s.,КУПЕН,KUPEN,4921
с.,s.,КУПЦИТЕ,KUPTSITE,6850
с.,s.,КУРНОВО,KURNOVO,3138
с.,s.,КУРТОВО,KURTOVO,4369
с.,s.,КУРТОВО КОНАРЕ,KURTOVO KONARE,4223
с.,s.,КУТЕЛА,KUTELA,4752
с.,s.,КУТЛОВИЦА,KUTLOVITSA,7558
с.,s.,КУТОВО,KUTOVO,3767
с.,s.,КУТУГЕРЦИ,KUTUGERTSI,2567
с.,s.,КУЦАРОВЦИ,KUTSAROVTSI,5042
с.,s.,КУЦИНА,KUTSINA,5189
с.,s.,КУЦОВО,KUTSOVO,6697
с.,s.,КУШЛА,KUSHLA,4986
с.,s.,КЪКЛИЦА,KAKLITSA,6927
с.,s.,КЪКРИНА,KAKRINA,5544
с.,s.,КЪЛНОВО,KALNOVO,9821
с.,s.,КЪНЧЕВО,KANCHEVO,6164
с.,s.,КЪПИНЕЦ,KAPINETS,7997
с.,s.,КЪПИНОВО,KAPINOVO,5043
с.,s.,КЪПИНОВО,KAPINOVO,9528
с.,s.,КЪПИНОВЦИ,KAPINOVTSI,7434
с.,s.,КЪРЛАНОВО,KARLANOVO,2820
с.,s.,КЪРНАЛОВО,KARNALOVO,2860
с.,s.,КЪРНАРЕ,KARNARE,4337
с.,s.,КЪРПАЧЕВО,KARPACHEVO,5558
с.,s.,КЪРПЕЛЕВО,KARPELEVO,2825
с.,s.,КЪРТИПЪНЯ,KARTIPANYA,5380
с.,s.,КЪРТОЖАБЕНЕ,KARTOZHABENE,5883
с.,s.,КЪРЧОВСКО,KARCHOVSKO,6873
с.,s.,КЪРШАЛЕВО,KARSHALEVO,2563
с.,s.,КЪСАК,KASAK,4832
с.,s.,КЪТИНА,KATINA,1276
с.,s.,КЪШИН,KASHIN,5885
с.,s.,КЪШЛЕ,KASHLE,2492
с.,s.,КЬОЛМЕН,KYOLMEN,9888
с.,s.,КЬОСЕВО,KYOSEVO,6728
с.,s.,КЬОСЕВЦИ,KYOSEVTSI,7951
с.,s.,КЮЛЕВЧА,KYULEVCHA,9972
с.,s.,ЛАГЕРИТЕ,LAGERITE,5035
с.,s.,ЛАГОШЕВЦИ,LAGOSHEVTSI,3743
с.,s.,ЛАДАРЕВО,LADAREVO,2811
с.,s.,ЛАЗАРОВО,LAZAROVO,5836
с.,s.,ЛАЗАРЦИ,LAZARTSI,5097
с.,s.,ЛАКАРЕВО,LAKAREVO,5656
с.,s.,ЛАКАТНИК,LAKATNIK,2273
с.,s.,ЛАЛЕ,LALE,6823
с.,s.,ЛАЛКОВО,LALKOVO,8749
с.,s.,ЛАМБУХ,LAMBUH,6583
с.,s.,ЛАСКАР,LASKAR,5876
с.,s.,ЛАСКАРЕВО,LASKAREVO,2811
с.,s.,ЛАТИНКА,LATINKA,6767
с.,s.,ЛЕБЕД,LEBED,6859
с.,s.,ЛЕБНИЦА,LEBNITSA,2806
с.,s.,ЛЕВА РЕКА,LEVA REKA,2494
с.,s.,ЛЕВИЩЕ,LEVISHTE,2276
с.,s.,ЛЕВКА,LEVKA,6540
с.,s.,ЛЕВОЧЕВО,LEVOCHEVO,4743
с.,s.,ЛЕВСКИ,LEVSKI,4535
с.,s.,ЛЕВСКИ,LEVSKI,9171
с.,s.,ЛЕВУНОВО,LEVUNOVO,2817
с.,s.,ЛЕВЦИ,LEVTSI,6781
с.,s.,ЛЕДЕНИК,LEDENIK,5049
с.,s.,ЛЕЛИНЦИ,LELINTSI,2588
с.,s.,ЛЕНИЩЕ,LENISHTE,6783
с.,s.,ЛЕНКОВО,LENKOVO,5967
с.,s.,ЛЕНОВО,LENOVO,4261
с.,s.,ЛЕНСКО,LENSKO,6595
с.,s.,ЛЕПИЦА,LEPITSA,5987
с.,s.,ЛЕСИДРЕН,LESIDREN,5520
с.,s.,ЛЕСИЧАРКА,LESICHARKA,5343
с.,s.,ЛЕСИЧЕ,LESICHE,5085
с.,s.,ЛЕСИЧЕРИ,LESICHERI,5222
с.,s.,ЛЕСИЧОВО,LESICHOVO,4463
с.,s.,ЛЕСКА,LESKA,2547
с.,s.,ЛЕСКА,LESKA,4928
с.,s.,ЛЕСКОВДОЛ,LESKOVDOL,2268
с.,s.,ЛЕСКОВЕЦ,LESKOVETS,3341
с.,s.,ЛЕСКОВЕЦ,LESKOVETS,3523
с.,s.,ЛЕСКОВЕЦ,LESKOVETS,2342
с.,s.,ЛЕСНОВО,LESNOVO,2119
с.,s.,ЛЕСОВО,LESOVO,8754
с.,s.,ЛЕСУРА,LESURA,3073
с.,s.,ЛЕТНИЦА,LETNITSA,2207
с.,s.,ЛЕТОВНИК,LETOVNIK,6810
с.,s.,ЛЕХОВО,LEHOVO,2816
с.,s.,ЛЕХЧЕВО,LEHCHEVO,3445
с.,s.,ЛЕШКО,LESHKO,2749
с.,s.,ЛЕШКО ПРЕСОИ,LESHKO PRESOI,5624
с.,s.,ЛЕШНИКОВО,LESHNIKOVO,6466
с.,s.,ЛЕШНИКОВЦИ,LESHNIKOVTSI,2481
с.,s.,ЛЕШНИЦА,LESHNITSA,2808
с.,s.,ЛЕШНИЦА,LESHNITSA,5578
с.,s.,ЛЕЩАК,LESHTAK,4929
с.,s.,ЛЕЩАРКА,LESHTARKA,6967
с.,s.,ЛЕЩЕН,LESHTEN,2962
с.,s.,ЛЕЯРОВО,LEYAROVO,8656
с.,s.,ЛИВАДА,LIVADA,8107
с.,s.,ЛИВАДЕ,LIVADE,4921
с.,s.,ЛИК,LIK,3168
с.,s.,ЛИЛЕКОВО,LILEKOVO,4858
с.,s.,ЛИЛКОВО,LILKOVO,4105
с.,s.,ЛИЛЯК,LILYAK,7760
с.,s.,ЛИЛЯНОВО,LILYANOVO,2809
с.,s.,ЛИЛЯЧ,LILYACH,2597
с.,s.,ЛИЛЯЧЕ,LILYACHE,3051
с.,s.,ЛИМЕЦ,LIMETS,6936
с.,s.,ЛИПЕН,LIPEN,3489
с.,s.,ЛИПЕЦ,LIPETS,4784
с.,s.,ЛИПИНЦИ,LIPINTSI,2212
с.,s.,ЛИПНИК,LIPNIK,7242
с.,s.,ЛИПНИЦА,LIPNITSA,3352
с.,s.,ЛИПНИЦА,LIPNITSA,2158
с.,s.,ЛИСЕЦ,LISETS,2547
с.,s.,ЛИСЕЦ,LISETS,5568
с.,s.,ЛИСЕЦ,LISETS,2023
с.,s.,ЛИСИ ВРЪХ,LISI VRAH,9951
с.,s.,ЛИСИЦИТЕ,LISITSITE,6645
с.,s.,ЛИСИЯ,LISIA,2743
с.,s.,ЛИСОВО,LISOVO,6541
с.,s.,ЛИСТЕЦ,LISTETS,8573
с.,s.,ЛИСТЕЦ,LISTETS,7642
с.,s.,ЛИТАКОВО,LITAKOVO,2144
с.,s.,ЛОБОШ,LOBOSH,2433
с.,s.,ЛОВЕЦ,LOVETS,6070
с.,s.,ЛОВЕЦ,LOVETS,7741
с.,s.,ЛОВЕЦ,LOVETS,9869
с.,s.,ЛОВНИДОЛ,LOVNIDOL,5423
с.,s.,ЛОВСКО,LOVSKO,7291
с.,s.,ЛОВЦИ,LOVTSI,4908
с.,s.,ЛОВЧАНЦИ,LOVCHANTSI,9430
с.,s.,ЛОГОДАЖ,LOGODAZH,2737
с.,s.,ЛОЗА,LOZA,5345
с.,s.,ЛОЗАРЕВО,LOZAREVO,8440
с.,s.,ЛОЗЕВО,LOZEVO,9746
с.,s.,ЛОЗЕН,LOZEN,5172
с.,s.,ЛОЗЕН,LOZEN,4489
с.,s.,ЛОЗЕН,LOZEN,1151
с.,s.,ЛОЗЕН,LOZEN,6552
с.,s.,ЛОЗЕН,LOZEN,6062
с.,s.,ЛОЗЕНГРАДЦИ,LOZENGRADTSI,6894
с.,s.,ЛОЗЕНЕЦ,LOZENETS,8277
с.,s.,ЛОЗЕНЕЦ,LOZENETS,9414
с.,s.,ЛОЗЕНЕЦ,LOZENETS,8688
с.,s.,ЛОЗЕНИЦА,LOZENITSA,2821
с.,s.,ЛОЗЕТО,LOZETO,5739
с.,s.,ЛОЗИЦА,LOZITSA,8466
с.,s.,ЛОЗИЦА,LOZITSA,5954
с.,s.,ЛОЗНИЦА,LOZNITSA,9541
с.,s.,ЛОЗНО,LOZNO,2507
с.,s.,ЛОКВАТА,LOKVATA,2656
с.,s.,ЛОКОРСКО,LOKORSKO,1513
с.,s.,ЛОМ ЧЕРКОВНА,LOM CHERKOVNA,7135
с.,s.,ЛОМЕЦ,LOMETS,5669
с.,s.,ЛОМНИЦА,LOMNITSA,2562
с.,s.,ЛОМНИЦА,LOMNITSA,2465
с.,s.,ЛОМНИЦА,LOMNITSA,9397
с.,s.,ЛОМЦИ,LOMTSI,7838
с.,s.,ЛОПУШНА,LOPUSHNA,9237
с.,s.,ЛОПУШНЯ,LOPUSHNYA,2252
с.,s.,ЛОПЯН,LOPYAN,2193
с.,s.,ЛУДОГОРЦИ,LUDOGORTSI,7445
с.,s.,ЛУКОВО,LUKOVO,2296
с.,s.,ЛУЛИЧКА,LULICHKA,6921
с.,s.,ЛЪВИНО,LAVINO,7439
с.,s.,ЛЪВОВО,LAVOVO,6638
с.,s.,ЛЪГА,LAGA,2182
с.,s.,ЛЪЖНИЦА,LAZHNITSA,2971
с.,s.,ЛЪКА,LAKA,8216
с.,s.,ЛЪКА,LAKA,4726
с.,s.,ЛЪКАВИЦА,LAKAVITSA,4241
с.,s.,ЛЪКИ,LAKI,2928
с.,s.,ЛЮБЕН,LYUBEN,4188
с.,s.,ЛЮБЕН,LYUBEN,7534
с.,s.,ЛЮБЕН КАРАВЕЛОВО,LYUBEN KARAVELOVO,9148
с.,s.,ЛЮБЕНЕЦ,LYUBENETS,8949
с.,s.,ЛЮБЕНОВА МАХАЛА,LYUBENOVA MAHALA,8947
с.,s.,ЛЮБЕНОВО,LYUBENOVO,5955
с.,s.,ЛЮБЕНОВО,LYUBENOVO,6267
с.,s.,ЛЮБЕНОВО,LYUBENOVO,6342
с.,s.,ЛЮБЕНЦИ,LYUBENTSI,5176
с.,s.,ЛЮБИНО,LYUBINO,6796
с.,s.,ЛЮБИЧЕВО,LYUBICHEVO,7980
с.,s.,ЛЮБЛЕН,LYUBLEN,7843
с.,s.,ЛЮБНИЦА,LYUBNITSA,2061
с.,s.,ЛЮБОВИЩЕ,LYUBOVISHTE,2820
с.,s.,ЛЮБОВКА,LYUBOVKA,2811
с.,s.,ЛЮБЧА,LYUBCHA,4833
с.,s.,ЛЮЛИН,LYULIN,2352
с.,s.,ЛЮЛИН,LYULIN,8685
с.,s.,ЛЮЛКА,LYULKA,4785
с.,s.,ЛЮЛЯК,LYULYAK,6050
с.,s.,ЛЮЛЯКОВО,LYULYAKOVO,8570
с.,s.,ЛЮЛЯКОВО,LYULYAKOVO,6684
с.,s.,ЛЮЛЯКОВО,LYULYAKOVO,9525
с.,s.,ЛЮТАДЖИК,LYUTADZHIK,3038
с.,s.,ЛЮТИБРОД,LYUTIBROD,3159
с.,s.,ЛЮТИДОЛ,LYUTIDOL,3165
с.,s.,ЛЮТОВО,LYUTOVO,2791
с.,s.,ЛЯВА РЕКА,LYAVA REKA,6198
