21455,"ЕК Добрич Георги Кирков, ул. Георги Кирков 26",9300,"43.570738906813,27.825831457672",100
21456,"ЕК Добрич Добричка епопея, ул. Хан Тервел 65",9300,"43.571090120906,27.813616778204",100
21457,"ЕК Добрич Добротица, бул. Двадесет и пети септемвр",9300,"43.548343531877,27.825844500041",100
21458,"ЕК Добрич Летен Театър, ул. Генерал Колев 28",9300,"43.56421,27.82507",100
21459,"ЕК Добрич Родина, бул. Двадесет и пети септември 4",9300,"43.57786758166,27.827724862366",100
21460,"ЕК Добрич Русия, бул. Русия 19",9300,"43.56254,27.83372",100
21453,"ЕК Добрич, ул. Генерал-майор Стефан Попов 5",9300,"43.586433059993,27.821505687389",100
21461,"ЕК Долна Митрополия, ул. Свети Свети Кирил и Метод",5855,"43.468354612009,24.51855641983",100
21462,"ЕК Долна Оряховица, ул. Георги Измирлиев 9",5130,"43.156384726999,25.738476926594",100
21463,"ЕК Долни Дъбник, ул. Асен Златаров 16",5870,"43.405208806752,24.435053949947",100
21464,"ЕК Доспат, ул. Тракия 10",4831,"41.648350359892,24.158962296295",100
21955,"ЕК Драгоман 24/7 Еконтомат, ул. Александър Стамбол",2210,"42.921951730133,22.929705265579",100
21466,"ЕК Дряново, ул. Стара Планина 1",5370,"42.975020463938,25.478749683081",100
21467,"ЕК Дулово, ул. Петко Рачев Славейков 2А",7650,"43.818780967376,27.139873219049",100
21469,"ЕК Дупница Патриарха, ул. Патриарх Евтимий 11",2600,"42.260114668935,23.121137570724",100
21470,"ЕК Дупница Тихия кът, ул. Николаевска 59",2600,"42.265922604165,23.125915220337",100
21956,"ЕК Дупница, ул. Македония 29",2600,"42.266708626984,23.111495664673",100
21471,"ЕК Елена, ул. Иларион Макариополски 42",5070,"42.930008421117,25.874707391815",100
21473,"ЕК Елин Пелин Площада, ул. Елин Пелин 10",2100,"42.668480018927,23.602575948791",100
21472,"ЕК Елин Пелин, бул. Новоселци 95",2100,"42.67408868821,23.6077257901",100
21474,"ЕК Елхово, ул. Александър Стамболийски 29",8700,"42.48522,26.51013",100
21475,"ЕК Етрополе Автогара, бул. Партизански 35",2180,"42.82961332777,23.998186483575",100
21957,"ЕК Етрополе бул. Руски, бул. Руски 44",2180,"42.843528390242,24.003182640629",100
21476,"ЕК Златица, ул. Владислав Варненчик 1А",2080,"42.712550639454,24.139827146172",100
21477,"ЕК Златоград, ул. Стефан Стамболов 2А",4980,"41.381809334108,25.09272539682",100
21478,"ЕК Ивайловград, ул. Любимец 1",6570,"41.523596070897,26.119450917797",100
21479,"ЕК Исперих, ул. Родопи 1",7400,"43.714384268834,26.826943336601",100
21958,"ЕК Ихтиман, ул. Цар Освободител 110",2050,"42.436938643053,23.816222463698",100
21482,"ЕК Каварна Промишлена зона Изток, ул. България 81",9650,"43.431055781609,28.297964146423",100
21481,"ЕК Каварна, ул. България 57",9650,"43.435818122046,28.3371475942",100
21483,"ЕК Казанлък Ден, ул. Алеко Константинов 2",6100,"42.620333762886,25.390641020624",100
21484,"ЕК Казанлък Изток, ул. Кремона 26",6100,"42.621549716422,25.411438932972",100
21485,"ЕК Казанлък Манастира, ул. Александър Стамболийски",6100,"42.617646466434,25.383406685181",100
21486,"ЕК Казанлък Розова долина, ул. Розова долина 53",6100,"42.606719668354,25.384431770401",100
21487,"ЕК Казанлък Склад Батенберг, бул. Княз Александър ",6100,"42.615042226144,25.418076132585",100
21488,"ЕК Казанлък Терес, бул. Никола Петков 29",6100,"42.624314447081,25.39695019496",100
21489,"ЕК Казичене, ул. Никола Петков 21А",1532,"42.659565421126,23.462882071152",100
21490,"ЕК Калипетрово, ул. Герена 1",7539,"44.080485465213,27.251324346619",100
21491,"ЕК Калофер, ул. 9 септември 10",4370,"42.609988780441,24.97691839035",100
21492,"ЕК Калояново, ул. Асен Гаргов 27",4173,"42.360064371266,24.73116367157",100
21493,"ЕК Камено, ул. Георги Димитров 19",8120,"42.574080812941,27.292914471936",100
21495,"ЕК Карлово Пазара, ул. Иван Вазов 47",4300,"42.640226050989,24.801570323181",100
21496,"ЕК Карлово Хан Крум, ул. Хан Крум 33",4300,"42.637107039949,24.809931066687",100
21494,"ЕК Карлово, ул. Юмрукчал 36",4300,"42.64741270839,24.807846369854",100
21497,"ЕК Карнобат, Индустриална зона 29",8400,"42.651984855037,26.984564653946",100
21498,"ЕК Каспичан, ул. Мадарски конник 77",9930,"43.313440942865,27.15772164238",100
21499,"ЕК Кирково, ул. Димитър Благоев 23",6884,"41.329313295974,25.364870384656",100
21959,"ЕК Кнежа Общината, ул. Огнян Михайлов 1",5835,"43.496275760166,24.07917230423",100
21501,"ЕК Козлодуй Георги Димитров,  ",3320,"43.780538952147,23.724727147113",100
21502,"ЕК Козлодуй Търговска, Търговска 11",3320,"43.7759338,23.7276672",100
21503,"ЕК Костенец, ул. Търговска 7",2030,"42.308369680032,23.858517697411",100
21505,"ЕК Костинброд Обединена, ул. Обединена 29А",2230,"42.81156619703,23.197500646286",100
21995,"ЕК Костинброд, ул. Славянска 36",2230,"42.809775,23.213601",100
21506,"ЕК Котел, ул. Ген. Иван Кишелски 11",8970,"42.887742959443,26.447800813141",100
21507,"ЕК Кричим, ул. Тракия 26",4220,"42.049509433728,24.469256943741",100
21508,"ЕК Крумовград, ул. Княз Борис I 6",6900,"41.472901896061,25.653940281545",100
21509,"ЕК Крън, ул. Генерал Цвятко Радойнов 34",6140,"42.666444680451,25.383273056107",100
21510,"ЕК Кубрат, ул. Княз Борис 23",7300,"43.793413770617,26.50158282589",100
21511,"ЕК Куклен, ул. Христо Г. Данов 21",4101,"42.037831873021,24.789547584991",100
21513,"ЕК Кърджали България, бул. България 101",6600,"41.63136,25.38938",100
21514,"ЕК Кърджали Васил Априлов, ул. Екзарх Йосиф 6",6600,"41.644396954848,25.37109129577",100
21515,"ЕК Кърджали Веселчане, ул. Първи май 7",6600,"41.62337,25.37785",100
21516,"ЕК Кърджали Възрожденци, ул. Баба Тонка 8",6600,"41.636356192967,25.354364394829",100
21512,"ЕК Кърджали, ул. Металург 2А",6600,"41.636079643623,25.375810667667",100
21517,"ЕК Кюстендил Авангард, ул. Даскал Димитри 31",2500,"42.28541828719,22.695809298286",100
21518,"ЕК Кюстендил Батенберг, ул. Александър Батенберг 1",2500,"42.281882234001,22.685338939148",100
21520,"ЕК Кюстендил Мориц Леви, ул. Мориц Леви 1",2500,"42.2820341,22.6914175",100
21521,"ЕК Левски, ул. Кирил и Методий 16",5900,"43.361756099891,25.141696733246",100
21523,"ЕК Ловеч Автогара, ул. Полковник Александър Кусев ",5500,"43.13858573758,24.708831546388",100
21525,"ЕК Ловеч Пазара, ул. Георги С .Раковски 1",5500,"43.140417330885,24.718207430897",100
21522,"ЕК Ловеч,  ",5500,"43.134176588545,24.701322711639",100
21526,"ЕК Лозен, ул. Съединение 127Г",1151,"42.601835115956,23.488846281433",100
21527,"ЕК Лом Площада, ул. Дунавска 10",3600,"43.826920560579,23.236731623804",100
21528,"ЕК Лом Хан Аспарух, ул. Хан Аспарух 5",3600,"43.821049362603,23.237512146627",100
21529,"ЕК Луковит, ул. Възраждане 83",5770,"43.206712020943,24.162560401085",100
21530,"ЕК Любимец, ул. Христо Ботев 67",6550,"41.849806887457,26.074611359787",100
21531,"ЕК Лясковец Трети март, ул. Трети март 5",5140,"43.107196863642,25.714344570886",100
21961,"ЕК Мадан, ул. Обединение 1",4900,"41.501979026224,24.938361635761",100
21533,"ЕК Мартен, ул. Родопи 2",7058,"43.921315158831,26.081708102646",100
21534,"ЕК Мездра, ул. Динко Петров 2",3100,"43.143141165062,23.71772586401",100
21535,"ЕК Мизия, ул. Георги Димитров 45",3330,"43.688213820341,23.855558560852",100
21999,"ЕК Мобилен офис - Абланица,  ",2932,"41.536769,23.935151",100
21537,"ЕК Мобилен офис - Бобошево,  ",2660,"42.15303,23.000337",100
